name,popularity,price,rating,distance,latitude,longitude,stationId,totalBikes,poiCat
Lou Mitchell's Restaurant & Bakery,9.83,2.0,86.0,107.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
Arturo Express,9.78,1.0,59.0,178.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
Taco Lulú,9.7,1.0,,178.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
Chipotle Mexican Grill,9.88,1.0,79.0,227.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
South Branch Tavern & Grille,9.93,2.0,77.0,304.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
Dos Toros Taqueria,9.75,1.0,76.0,346.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
Yolk,9.89,2.0,81.0,395.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
The Franklin Tap,9.93,2.0,73.0,492.0,41.87831661183069,-87.64098107814789,a5fea9fa55fb9906361596274f77d4d4,26.0,restaurant
Original Maxwell Street,9.94,1.0,72.0,350.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
The Sky Box,9.27,1.0,76.0,367.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Homan Squar Cafe 2,,,,384.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Green Garden Cafe,,,,443.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Falcon Holdings,,,,449.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Checkers,9.72,1.0,61.0,514.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Rally's,,,,516.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Cleanstreet,,,,520.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Uncle Remus Chicken & BBQ,2.52,,,530.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
Karla's Kitchen,,,,557.0,41.8707651,-87.7183735,e57a74d477108dc2d4281818c37698e8,2.0,restaurant
New Look Deli Grill,,,,72.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Jones BBQ and Foot Massage,,,,135.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
J & W Food & Liquors,,,,605.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Wentworth Seafood,,,,632.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
J J Fish & Chicken,1.48,,,648.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Gerry's Fish & Chicken,,,,869.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Calaloo Cafe,8.65,2.0,,910.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
B'z Sports Bar & Grill,,,,926.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Superior Club,9.54,2.0,54.0,929.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Western Soul Kitchen,,,,958.0,41.678227,-87.630775,6c4ef84b20876423cf11c0a561869f83,1.0,restaurant
Steakout Grill,,,,373.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Deli King,9.42,1.0,77.0,394.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Philly Gyros,,,,669.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Fisherman's Island,9.34,3.0,68.0,691.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
McDonald's,9.97,1.0,48.0,739.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Sharks,1.96,1.0,,773.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Taylormade Que,9.7,2.0,,774.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
McGee's Lounge,,,,780.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Checkers,9.74,1.0,68.0,792.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Rally's,,,,798.0,41.768898,-87.635876,d6033782f32358681c1434220ca6f058,10.0,restaurant
Steak 'n Shake,9.49,2.0,63.0,13.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Lalo's Mexican Restaurant,9.59,2.0,71.0,45.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Hashbrowns,9.49,2.0,73.0,54.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Joy Yee Noodle,9.11,2.0,72.0,59.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Kohan Japanese Restaurant,,,,62.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
PhD Pub,9.77,2.0,83.0,77.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Rosati’S Pizza,9.72,1.0,68.0,79.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
The Momo World,9.41,2.0,,89.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Ghareeb Nawaz,9.53,1.0,65.0,187.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Jim's Original Hot Dog,9.99,1.0,85.0,190.0,41.864883,-87.647071,aaf2ffcccd8d8daf5ff1b23979942eb8,15.0,restaurant
Nick's Gyros,9.94,1.0,69.0,431.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
African Jerk,,,,493.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
Sea Shell Fish & Chicken,9.74,1.0,59.0,595.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
King BBQ,,,,653.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
Harry's Grill,,,,689.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
Harold's Chicken Shack,9.16,1.0,,692.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
See Thru Chinese Kitchen,9.36,1.0,,728.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
Checkers,9.64,1.0,61.0,729.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
Rally's,,,,731.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
John's Drive In,9.98,2.0,,738.0,41.782378,-87.671719,d83c0bc6f0ae3a347f234d17404b8eef,4.0,restaurant
Giordano's,9.7,1.0,70.0,0.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
Gianna's Pizza,,,,24.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
Hearty Cafe Pancake House,9.71,2.0,83.0,40.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
AD&B America's Dog & Burger,3.53,2.0,,70.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
Raising Cane's Chicken Fingers,9.94,1.0,75.0,87.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
Potbelly Sandwich Shop,9.46,1.0,70.0,133.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
MOD Pizza,9.71,1.0,78.0,140.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
The Saucy Crab,9.38,,,171.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
It's Just Wings,,,,181.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
Red Snapper Evergreen,9.62,2.0,,206.0,41.718621,-87.681516,a4f0e196ff6d8cd17d2bd674b185a12e,1.0,restaurant
Farmer's Fridge,,,,89.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Little Beans Cafe,9.65,,72.0,530.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Yofresh Yogurt Cafe,8.97,1.0,,664.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Pizza Hut,9.79,1.0,65.0,669.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Ali’s Broast & Burgers,9.54,1.0,,673.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Wing Street,,,,676.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Hunan Spring,9.41,1.0,65.0,681.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Krave,,,,691.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Taste Of Jamaica,,,,701.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Badou Senegalese Cuisine,9.39,2.0,68.0,716.0,42.025784,-87.684107,db90f83902e01561445319d75dc5ebee,15.0,restaurant
Field Bistro,9.41,2.0,56.0,138.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Museum Campus Cafe,9.41,1.0,,290.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Kim & Carlo's Hot Dog Stand,9.83,1.0,83.0,299.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
DaBurger,3.12,1.0,,307.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
One Museum Park Grills,8.84,2.0,,313.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Little Branch Cafe,9.54,2.0,78.0,353.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Windy City Express,9.88,1.0,,396.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Dmk,9.98,1.0,85.0,403.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Bubble Net Food Court,9.71,,56.0,479.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Streetwise,,,,495.0,41.865312,-87.617867,1bda95324fef73c6f1a71f1f40aebb45,11.143946438534499,restaurant
Leon's BBQ & Grill,,,,282.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Robust Coffee Lounge,9.92,2.0,82.0,411.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Build Coffee,9.64,1.0,76.0,439.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
McDonald's,9.97,1.0,47.0,673.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Bar David,,,,718.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Sweeetchucks Chocolates And Chocolate Soup 4 The Soul,,,,795.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Tasty Spot Food & Gril,,,,798.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Big O's,,,,824.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Arley D. Cathey Dining Commons,9.21,,54.0,913.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
Subway,9.14,1.0,63.0,931.0,41.7804056457,-87.5914159893,fdb715ac19958dbaf1bb67c5ce66ea26,9.0,restaurant
The Bristol,9.54,3.0,84.0,127.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Burke's Web Pub,9.75,2.0,71.0,186.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Charleston,9.62,1.0,86.0,197.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Rio's D'Sudamerica,9.22,3.0,71.0,260.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Le Bouchon,9.47,3.0,87.0,270.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Ed & Jean's Tavern,9.29,1.0,79.0,275.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Jack and Ginger's,9.56,2.0,75.0,290.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Map Room,9.65,2.0,88.0,315.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
WhirlyBall,9.77,,87.0,367.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Cook Au Vin,9.1,1.0,69.0,421.0,41.920082,-87.677855,933cb0a5dea77635dc5833d20e5d9be0,10.0,restaurant
Antepli Turkish Gourmet,9.71,2.0,,249.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Halal Inn,,,,294.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Kim’s Home Cooking,9.49,2.0,,304.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Lindo Michoacan,9.93,,80.0,359.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Pisco Peruvian Restaurant & Bar,9.76,2.0,,397.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Charcoal Delights,9.89,1.0,77.0,398.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Favorite Cafe,,,,422.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
2 Asian Brothers,9.63,1.0,86.0,424.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Campesino Restaurant,5.13,1.0,,425.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
La Michoacana Premium,9.89,1.0,87.0,428.0,41.972097,-87.708572,93ede38517bef772009b09fdd2c4e855,2.0,restaurant
Duffy's Tavern and Grille,,,,354.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Cozy Corner Diner & Pancake House,9.94,1.0,86.0,370.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Hooters,9.45,2.0,67.0,487.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Hoots at the Fields,,,,500.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Poncitlan Jalisco Taqueria,9.11,1.0,66.0,542.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Wendy's,9.95,1.0,77.0,576.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Cafe Fenix,9.56,1.0,,583.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Burger King,9.88,1.0,56.0,588.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Pizza Hut,9.54,1.0,65.0,649.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
Mariscos El Alteño,8.96,1.0,,685.0,41.9344421,-87.7337799,f95204d005522088016bbb599be63c8f,12.0,restaurant
La Placita De Durango,9.31,2.0,68.0,439.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Tacos & Burritos Rancho Grande,,,,443.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Guapo Taco,9.5,1.0,,453.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Taqueria Jamay,9.77,1.0,,467.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Mario's Taqueria,,,,472.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Hot Mexican Peppers,,,,485.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Paleteria El Sabor De Michoacan,9.67,1.0,,495.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Birrieria Jalisco,9.23,2.0,,497.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Forbis Pizza,,,,506.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Ayutla,,,,526.0,41.80478,-87.683749,d90e1a27695ab4438dbd4b19d58c1e34,1.0,restaurant
Supper Club Chicago,3.71,2.0,,48.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
The Stanley Club,8.93,2.0,64.0,269.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Lake's Best Pizzeria,5.29,1.0,,328.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Creed On Lake,1.85,1.0,,425.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Golden Dragon,,,,442.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Steak Escape,,,,452.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Nathan's Famous,,,,459.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Man vs Fries,,,,464.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Capriotti's Sandwich Shop,,,,514.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Wow Bao,,,,532.0,41.881286,-87.69396,440fb92b9df8cd1765f8fc8127018d98,8.0,restaurant
Holiday Club,9.83,2.0,74.0,45.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Byron's Hot Dog Haus,9.79,1.0,83.0,71.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
PR Italian Bistro,9.7,2.0,88.0,133.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Wrigleyville North,9.83,1.0,65.0,162.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Windy City Gyros,9.94,1.0,85.0,345.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Michael's Pizzeria & Tavern,9.87,2.0,85.0,360.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Taco & Burrito House,9.84,1.0,79.0,364.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
El Mariachi Tequila Bar & Grill,9.85,2.0,80.0,399.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Siam Noodle & Rice,9.52,1.0,83.0,428.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Klein's Bakery and Café,9.88,1.0,87.0,469.0,41.954245,-87.654406,5638331eed58a899a85db4936c4dd530,26.0,restaurant
Earls Kitchen + Bar,9.69,3.0,85.0,99.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Nando's PERi-PERi,9.83,2.0,85.0,131.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Circle Sushi & Grill,9.34,2.0,55.0,215.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Uncle Julio's Hacienda,9.86,2.0,79.0,224.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Porkchop,,,,227.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
O'Rourke's Pub,,,,238.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Sangria Restaurant & Tapas Bar,4.62,3.0,,284.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Sweetgreen,9.68,1.0,80.0,300.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Joe's Sports Bar,9.79,2.0,69.0,337.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Daebak Korean BBQ,9.71,2.0,,351.0,41.909668,-87.648128,6724222aa49d626ed9ec99d96ac5ce66,15.0,restaurant
Carrascos Grill,,,,544.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
New Pine Valley Restaurant,9.16,,,571.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Pine Valley Restaurant,,,,601.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Vern's Friendly Lounge,9.4,,,640.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Chicago Firehouse,,,,641.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
El Gran Burrito Express,9.59,1.0,61.0,768.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Subway,9.53,1.0,66.0,770.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Pee Wee's Fast Food,,,,773.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Hook Fish and Chicken,9.21,1.0,,780.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Super Submarine,9.43,1.0,,812.0,41.860777,-87.7313639,8fd5ff14c578ece7da2898238d44cd75,9.0,restaurant
Nisei Lounge,9.91,1.0,79.0,34.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Happy Camper,9.92,2.0,83.0,49.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
The Country Club,9.75,2.0,74.0,65.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Cozy Noodles & Rice,9.82,1.0,82.0,86.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Roadhouse 66 Gas N' Grill,9.87,2.0,71.0,121.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Houndstooth Saloon,9.9,2.0,68.0,160.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Old Crow Smokehouse,9.92,2.0,76.0,180.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Merkle's Bar & Grill,9.8,2.0,66.0,194.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Sluggers World Class Sports Bar,9.97,2.0,71.0,260.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Vines on Clark,9.78,1.0,69.0,285.0,41.94454,-87.654678,388a27a52916f75b8265bc2e75a3681f,14.0,restaurant
Ali’s Broast & Burgers,9.54,1.0,,70.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Pizza Hut,9.79,1.0,65.0,76.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Wing Street,,,,77.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Fish Keg,9.72,3.0,83.0,121.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Badou Senegalese Cuisine,9.39,2.0,68.0,154.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Taste Of Jamaica,,,,198.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
McDonald's,9.98,1.0,53.0,267.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Good To Go Jamaican Cuisine,9.87,3.0,72.0,281.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Kizin Creole Restaurant,9.14,2.0,,301.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Tasty Sub,9.6,1.0,79.0,310.0,42.019276,-87.68452,8e006fe3c7aae38d8b911580132d6798,10.0,restaurant
Sarpino's Pizza,9.75,1.0,56.0,9.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Real Kitchen,8.67,1.0,78.0,16.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Anna Maria Pasteria,9.33,3.0,57.0,16.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Lee's Wok,9.22,1.0,58.0,21.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
My Buddy's,9.82,1.0,85.0,73.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Bliss Resto,8.89,2.0,,218.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Urban Vegan,9.56,2.0,89.0,298.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
ORD Pizzeria,9.26,2.0,81.0,307.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Bienmesabe,,,,364.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
BienMeSabe Venezuelan Cafe & Restaurant,9.62,2.0,89.0,380.0,41.961588,-87.666036,cea0ed3f527bbdc236d92cfdde8258f1,16.0,restaurant
Shultz Wings & Hoage,7.41,1.0,,587.0,41.69263895647179,-87.61367386484747,7219aff75409e39440e7cce89de26c14,5.0,restaurant
Taste of Chicago,9.78,1.0,,599.0,41.69263895647179,-87.61367386484747,7219aff75409e39440e7cce89de26c14,5.0,restaurant
Taurus Flavors,9.26,1.0,,670.0,41.69263895647179,-87.61367386484747,7219aff75409e39440e7cce89de26c14,5.0,restaurant
Richards Sper Prmium Ice Cream,9.54,1.0,,692.0,41.69263895647179,-87.61367386484747,7219aff75409e39440e7cce89de26c14,5.0,restaurant
