name,popularity,price,rating,distance,latitude,longitude,stationId,totalBikes,poiCat
Seneca Park,9.69,,66.0,526.0,41.89661720040753,-87.62857854366302,4a9a518ec4f1b51fde52708085799f11,13.0,parks
Mariano Park,9.31,,72.0,561.0,41.89661720040753,-87.62857854366302,4a9a518ec4f1b51fde52708085799f11,13.0,parks
Jensen Park,,,,572.0,41.89661720040753,-87.62857854366302,4a9a518ec4f1b51fde52708085799f11,13.0,parks
The Paul and Gabriella Rosenbaum Garden,,,,575.0,41.89661720040753,-87.62857854366302,4a9a518ec4f1b51fde52708085799f11,13.0,parks
UIC South Fields,9.84,,84.0,78.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
S.A.Y. youth soccer at UIC,8.45,,,171.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
UIC Sand Courts,6.21,,,194.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
University Village Dog Park,9.63,,,340.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
University Village Play Yard,9.29,,,388.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
Fosco Park,9.7,,77.0,567.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
Addams Park,8.32,,,665.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
Reyes Park,9.27,,,686.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
Addams/Medill Park,3.6,,,691.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
Jefferson Playlot Park Chicago,9.63,,,704.0,41.862378,-87.651062,71a4f25915a305d580d0120ebadff605,13.0,parks
Gene Schulter Park,9.61,,,279.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Revere Park,9.88,,61.0,549.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Welles Park Playground,9.49,,,565.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Welles Park,9.91,,82.0,573.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Sunken Gardens Park,9.48,,,813.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Horner Dog Friendly Area,,,,821.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Horner Park Basketball Courts,,,,822.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Horner Park Playground,9.55,,,823.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Bell School Playground,9.02,,,833.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Horner Park Dog Park,9.87,,78.0,860.0,41.95774,-87.688273,17092b594bee32213bd059a8b6625e0a,6.0,parks
Ashe Beach Park,9.83,,,422.0,41.76261263,-87.56381871,d2defbd4cec7153b6d489a84b4a8cf43,1.0,parks
South Shore Beach,9.36,,,613.0,41.76261263,-87.56381871,d2defbd4cec7153b6d489a84b4a8cf43,1.0,parks
Dog Park,9.3,,,927.0,41.76261263,-87.56381871,d2defbd4cec7153b6d489a84b4a8cf43,1.0,parks
Hasan Playlot Park,9.38,,,964.0,41.76261263,-87.56381871,d2defbd4cec7153b6d489a84b4a8cf43,1.0,parks
Franklin Park,9.68,,,199.0,41.8588018,-87.7343019,a969c64b25b56bee233f4b104daddfa8,1.0,parks
Crawford Park,6.48,,,590.0,41.8588018,-87.7343019,a969c64b25b56bee233f4b104daddfa8,1.0,parks
Keeler Park,9.5,,,11.143946438534499,41.8588018,-87.7343019,a969c64b25b56bee233f4b104daddfa8,1.0,parks
St Leo Bell Tower and Veterans Park,5.99,,,115.0,41.75248701249013,-87.6439021574879,ceee71604f7225a7ecb3f6e959f31633,15.0,parks
Lyle Park,7.16,,,382.0,41.75248701249013,-87.6439021574879,ceee71604f7225a7ecb3f6e959f31633,15.0,parks
Auburn Park,9.92,,,641.0,41.75248701249013,-87.6439021574879,ceee71604f7225a7ecb3f6e959f31633,15.0,parks
Chicago Park District,,,,933.0,41.75248701249013,-87.6439021574879,ceee71604f7225a7ecb3f6e959f31633,15.0,parks
Anderson Park,9.3,,,508.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
Metcalfe Park,9.08,,,590.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
Jackson Park,7.03,,,648.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
Hadiya Pendleton Park,4.6,,,723.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
Stateway Park,5.24,,,758.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
Bronzeville Dog Run,6.85,,,766.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
Wentworth Gardens Community Park,9.42,,,944.0,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
39th Street Beach,9.9,,75.0,11.143946438534499,41.82168,-87.6216,02349a616939fac8f0c8c6407d246b05,10.0,parks
West Loop Dog Park,,,,329.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Adams-Sangamon Park,,,,376.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Mary Bartelme Park,9.94,,90.0,384.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Mary Bartelme Dog Park,9.8,,81.0,402.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Movies In The Park,9.02,,,412.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Arkadia Tower Dog Run,9.09,,,503.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
St Patrick Park,6.74,,,534.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Union Street Dog Walk,5.0,,,569.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Walsh,4.7,,,584.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
K2 Apts Dog Park,9.19,,,635.0,41.88318130597391,-87.64872461557388,ad56986f0d617e6937133fa16dfa33d6,7.0,parks
Pullman National Monument,,,,48.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
Pullman Park,9.18,,,106.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
lman Park,8.08,,,125.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
Arcade Park,9.24,,,128.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
Pullman State Historic Site,9.6,,,248.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
Langley Play Lot,8.62,,,430.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
Palmer Park,9.74,,,532.0,41.69170975847015,-87.61000156402588,2dfe6bddcc5b278040892d4348f3983d,15.0,parks
Mount Greenwood Park,,,,96.0,41.691373,-87.700281,25cdd413c87353e9f7213fdf7563d653,1.0,parks
Village of Merrionette Park,,,,812.0,41.691373,-87.700281,25cdd413c87353e9f7213fdf7563d653,1.0,parks
McKiernan Park,9.9,,,813.0,41.691373,-87.700281,25cdd413c87353e9f7213fdf7563d653,1.0,parks
MTG Park,9.95,,,967.0,41.691373,-87.700281,25cdd413c87353e9f7213fdf7563d653,1.0,parks
Korczak Park,8.96,,,418.0,41.997579,-87.689713,37913e674afbe1dc1c39a9082011ba20,1.0,parks
Chicago Park District,,,,445.0,41.997579,-87.689713,37913e674afbe1dc1c39a9082011ba20,1.0,parks
Warren Park,9.99,,88.0,510.0,41.997579,-87.689713,37913e674afbe1dc1c39a9082011ba20,1.0,parks
Stone Playground,9.87,,,524.0,41.997579,-87.689713,37913e674afbe1dc1c39a9082011ba20,1.0,parks
Pratt Playground,1.2,,,788.0,41.997579,-87.689713,37913e674afbe1dc1c39a9082011ba20,1.0,parks
Green Briar Park,9.89,,,937.0,41.997579,-87.689713,37913e674afbe1dc1c39a9082011ba20,1.0,parks
Garfield Park Bike Polo Courts,9.17,,,262.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Sacks Field,1.7999999999999998,,,474.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Gladys Park,4.28,,,572.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Garfield Citywide Park,,,,660.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Chicago Park District Boxing Prog,,,,672.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Garfield Park Chicago Park District,,,,672.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Park No. 422,7.55,,,674.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Park No. 515 Community Park,1.9,,,741.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Garfield Park,,,,776.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Magnolia Playlot Park,9.31,,,940.0,41.875679,-87.71547,40f7025e20483978bc15495343fdbc11,10.0,parks
Superior Park,3.98,,,173.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Parc Huron Dog Parc,4.23,,,195.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Fido Truck at the Dog Park,3.88,,,223.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Chicago Avenue Community Garden,,,,223.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Park No. 560 Unimproved Park,7.89,,,258.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Montgomery Ward Park,9.86,,85.0,294.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Flair Tower Dog Run,4.66,,,297.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Ohio Street Dog Park,,,,300.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Milf Park,4.57,,,308.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Ward Dog Friendly Area,,,,308.0,41.894666,-87.638437,b34d06e44c1e146a0bb5cf1bc37de2b0,23.0,parks
Chicago Park District Parks & Playgrounds,,,,705.0,41.927944,-87.7466394,a6fe626010dcca39a984eb8d264d0cbb,8.0,parks
Blackhawk Park,9.92,,,716.0,41.927944,-87.7466394,a6fe626010dcca39a984eb8d264d0cbb,8.0,parks
Kelvyn Park,9.38,,58.0,862.0,41.927944,-87.7466394,a6fe626010dcca39a984eb8d264d0cbb,8.0,parks
Hermosa Park,9.95,,,887.0,41.927944,-87.7466394,a6fe626010dcca39a984eb8d264d0cbb,8.0,parks
Cragin Park,9.91,,76.0,981.0,41.927944,-87.7466394,a6fe626010dcca39a984eb8d264d0cbb,8.0,parks
The Grove Park,6.0,,,462.0,41.73784847673341,-87.64489978551863,e59e19ababa66194c4866c64883352b9,14.0,parks
Gresham School playground,9.4,,,578.0,41.73784847673341,-87.64489978551863,e59e19ababa66194c4866c64883352b9,14.0,parks
Mahalia Jackson Park,9.4,,,694.0,41.73784847673341,-87.64489978551863,e59e19ababa66194c4866c64883352b9,14.0,parks
Grant Park Skate Plaza,,,,62.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Roosevelt Park,8.83,,,127.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Daniel Webster Park,9.5,,80.0,129.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Ward Gardens,5.18,,,130.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Grant Bark Park,9.9,,72.0,305.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
park at 14h and Indians,4.71,,,377.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Polar Dash,7.33,,,416.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Chicago Firefighter's and Paramedic Memorial,,,,484.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Mark Twain Park,9.85,,,498.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Great Lawn At The Field Museum,8.93,,,541.0,41.867888,-87.623041,fee4c5520569fb5d72ca5b077308250c,35.0,parks
Dever School Playground,9.25,,,293.0,41.944983,-87.815865,5223d53b43598745bc1f1b1a8a1419d2,3.0,parks
Hiawatha Park,9.96,,70.0,958.0,41.944983,-87.815865,5223d53b43598745bc1f1b1a8a1419d2,3.0,parks
Hiawatha Park Playground,9.92,,,970.0,41.944983,-87.815865,5223d53b43598745bc1f1b1a8a1419d2,3.0,parks
Brainerd Park,9.96,,69.0,595.0,41.72158,-87.65612,e1b12e39d86cc5acb30dc29e4942d35c,1.0,parks
Chicago Park District Southwest,,,,715.0,41.72158,-87.65612,e1b12e39d86cc5acb30dc29e4942d35c,1.0,parks
Oakdale Park,9.8,,,719.0,41.72158,-87.65612,e1b12e39d86cc5acb30dc29e4942d35c,1.0,parks
Austin Park,9.28,,,129.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Stevenson Park,9.79,,,282.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
The Cubhouse,2.97,,,284.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Stevenson Recreation Center,,,,286.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Hazelnut Park,2.0,,,529.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Austin Town Hall Park,9.68,,,730.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Oak Park Swimming Pool,,,,914.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Ridgeland Common Park & Pool,8.94,,63.0,922.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Ridgeland Common Dog Park,9.64,,,944.0,41.88794379427211,-87.77427345514297,d24cf13324d67a97224d290664cf85ce,11.0,parks
Kelly Park,9.89,,,826.0,41.815242,-87.702651,e9a7547e4a2d9e1d387fb200a807f33b,2.0,parks
Chicago Park District,,,,888.0,41.815242,-87.702651,e9a7547e4a2d9e1d387fb200a807f33b,2.0,parks
Humboldt Park Field House,9.72,,,133.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Humboldt Park,10.0,,87.0,232.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Humboldt Park Playground,9.11,,,451.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Park No. 554,2.93,,,719.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Julia de Burgos Park,8.63,,76.0,726.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
The 606 / Humboldt Boulevard Bridge,,,,769.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Humboldt Dog Park,9.73,,,800.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Maplewood Playlot Park,9.71,,80.0,933.0,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Bloomingdale Trail — The 606,10.0,,93.0,11.143946438534499,41.907928,-87.701479,1732047e4415984e23e8765134aa22d8,3.0,parks
Senka Park,9.05,,,258.0,41.785235,-87.703131,9755c45d2f9130ca7817016d6a94f540,1.0,parks
Chicago Park District - Senka Park,,,,845.0,41.785235,-87.703131,9755c45d2f9130ca7817016d6a94f540,1.0,parks
Robert E James Park,,,,349.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Sledding Hill,9.56,,,482.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Leah Lomar Park,9.81,,,659.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Hidden park,9.37,,,698.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Leider Park,9.11,,,835.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Rogers Park,9.87,,,881.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Dammrich Rowing Center,9.26,,,938.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
West Rogers Park Plumbing,,,,944.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Kamen Park,9.56,,,949.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Chicago Park District Parks & Playgrounds,,,,960.0,42.023463,-87.699595,1a5be6e32360ec69634b232736a6793d,15.0,parks
Brainerd Park,9.96,,69.0,483.0,41.728122,-87.648524,e230070fbae6eb28a1c1e70bd7fda99d,1.0,parks
Chicago Park District Southwest,,,,833.0,41.728122,-87.648524,e230070fbae6eb28a1c1e70bd7fda99d,1.0,parks
Oakdale Park,9.8,,,842.0,41.728122,-87.648524,e230070fbae6eb28a1c1e70bd7fda99d,1.0,parks
Wallace Park,9.35,,,11.143946438534499,41.728122,-87.648524,e230070fbae6eb28a1c1e70bd7fda99d,1.0,parks
Merrill Park,9.11,,,699.0,41.72229074095262,-87.57896840572357,1bb2f71e9b789ca40b65540dad96ee80,15.0,parks
Gage Park,9.95,,,493.0,41.7903484,-87.6889201,0aee39f44b446fa64ba07763b9bb185e,6.0,parks
Chicago Park District Special,,,,511.0,41.7903484,-87.6889201,0aee39f44b446fa64ba07763b9bb185e,6.0,parks
West Ridge Nature Preserve,,,,517.0,41.7903484,-87.6889201,0aee39f44b446fa64ba07763b9bb185e,6.0,parks
Schiller Woods,,,,215.0,41.952133,-87.833817,57bd26e8f1056495a7a38ccbb692b2ca,2.0,parks
The Fountain of Youth,9.03,,,237.0,41.952133,-87.833817,57bd26e8f1056495a7a38ccbb692b2ca,2.0,parks
Canty School Playground,9.74,,,609.0,41.952133,-87.833817,57bd26e8f1056495a7a38ccbb692b2ca,2.0,parks
Schiller Model Airplane Flying Field,9.51,,,879.0,41.952133,-87.833817,57bd26e8f1056495a7a38ccbb692b2ca,2.0,parks
Rosenblum Park,9.67,,,234.0,41.75893,-87.582861,add12804918b45741c533bfe241111e4,2.0,parks
Woodhull Park,9.7,,,364.0,41.75893,-87.582861,add12804918b45741c533bfe241111e4,2.0,parks
73rd And Cornell,9.72,,,460.0,41.75893,-87.582861,add12804918b45741c533bfe241111e4,2.0,parks
Essex Park,9.03,,,752.0,41.75893,-87.582861,add12804918b45741c533bfe241111e4,2.0,parks
Grand Crossing Park,9.73,,,385.0,41.753174,-87.605026,8466bf73bb66985a22a52cb915217782,10.0,parks
Dobson Playlot Park,6.64,,,710.0,41.753174,-87.605026,8466bf73bb66985a22a52cb915217782,10.0,parks
Debow Park,9.76,,,831.0,41.753174,-87.605026,8466bf73bb66985a22a52cb915217782,10.0,parks
Railroad Junction Playlot Park,9.36,,,886.0,41.753174,-87.605026,8466bf73bb66985a22a52cb915217782,10.0,parks
Burnside Park,9.45,,,11.143946438534499,41.753174,-87.605026,8466bf73bb66985a22a52cb915217782,10.0,parks
Clarendon Playground,8.9,,,167.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Disney School Dog Park,9.72,,,168.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Joseph Brenneman Elementary School Playground,9.5,,,292.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
The Peace Garden,,,,494.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Lakefront,9.69,,90.0,529.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Chicago Theatre Softball League At Clarendon Park,8.86,,,553.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Horace Greeley School Playliot,1.17,,,556.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Montrose Avenue,9.83,,,568.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Buena Circle Park,9.44,,60.0,583.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Gill Park,9.95,,83.0,606.0,41.95786652415174,-87.64950513839722,fd23247e7cd53430096e6a8bfd873225,12.0,parks
Budlong School Playground,7.08,,,325.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
Bowmanville Greenspace,9.62,,,747.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
Gross Park,9.66,,,767.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
Chicago Park District - River Park Dog Park,,,,778.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
River Park Fieldhouse,2.61,,,790.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
River Dog Friendly Area,,,,793.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
Cemetery Park,6.99,,,803.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
River Park,9.95,,88.0,841.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
River Dog Park,9.7,,,872.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
Harry & Gunther Kempf Plaza,3.49,,,899.0,41.97491129677,-87.6925025594,73419b8436a50579feeca21ce987c5bc,14.0,parks
Humboldt grassy haven,3.46,,,313.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
The 606 / Humboldt Boulevard Bridge,,,,552.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Lucy Flower Park,9.62,,73.0,592.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Palmer Square Park,9.98,,91.0,671.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Haas Park,9.7,,82.0,745.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Julia de Burgos Park,8.63,,76.0,789.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Park No. 554,2.93,,,796.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Purple Monkey Playroom,8.71,,66.0,822.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Humboldt Dog Park,9.73,,,895.0,41.91849115368695,-87.69742280244827,be8bae121bdcbbfc7d669ffafbc74d5e,14.0,parks
Wrightwood Park,9.93,,87.0,151.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Schaefer Park,8.86,,,324.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Regal Lofts Dog Park,9.17,,,510.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Chi CHE Wang Park,9.66,,71.0,599.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Canalport Riverwalk Passive Park,,,,600.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Park,8.93,,,731.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
South Lakeview Park,9.34,,77.0,766.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
St Josaphat Park,2.01,,,767.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Supera Playlot Park,9.5,,75.0,808.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Clover Park,8.97,,,859.0,41.92883,-87.668507,5e85a15e67cee35ca841ddb606e566a8,14.0,parks
Dinah Washington Park,9.57,,,425.0,41.74927751,-87.57585394,44dbfa713b6ca2cc16309e447c022648,1.0,parks
Eckersall Park,9.89,,,943.0,41.74927751,-87.57585394,44dbfa713b6ca2cc16309e447c022648,1.0,parks
Rosenblum Park,9.67,,,11.143946438534499,41.74927751,-87.57585394,44dbfa713b6ca2cc16309e447c022648,1.0,parks
Dixmoor Park Dist,,,,200.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Median on State Street,6.6,,,265.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Chicago Park Dist Jackson Park,,,,335.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Union Station Secret Garden,2.65,,,363.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Vietnam Veterans Memorial,9.38,,68.0,398.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Wrigley Square,9.12,,78.0,472.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Pisang Dog Park,8.69,,,485.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Chicago Park District,,,,573.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Amli River North Dog Run,8.63,,,586.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Trump Tower Dog Park,1.07,,,599.0,41.884241,-87.629634,07a05a5b2cbad4d92ae629957447b393,35.0,parks
Park No. 526,2.26,,,169.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Legion Park playground,8.83,,,181.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Hollywood Park,9.68,,,297.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Mather Park,9.87,,59.0,494.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Legion Park,,,,561.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Legion Regional Park,9.93,,81.0,779.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Bernard Stone Park,9.09,,,783.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Park No. 538,3.85,,,817.0,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
Playground Peterson Park,9.36,,,11.143946438534499,41.990247,-87.70858,5ae27d6fb51a1a7e5dc1c666c5415757,9.0,parks
