name,popularity,price,rating,distance,latitude,longitude,ll,poi_cat
Inn,9.67,2.0,,36.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Roy's Soul Food,8.93,1.0,,45.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Sammy Submarine,,,,69.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Sunny Submarine,9.97,1.0,,70.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Gold Post Lounge,,,,180.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Grand Pa S Barbeque,,,,413.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Taurus Flavors,,,,548.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Front Yard Jerk Grille,1.28,2.0,,604.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
The Original Babas,9.59,2.0,63.0,607.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Baba's Famous Steak & Lemonade,6.74,1.0,,609.0,41.765862,-87.614787,41.765862%2C-87.614787,restaurant
Mexwall Street,,,,291.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
Brother's Five,5.11,,,512.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
Crazy Bird Chicken,,,,528.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
Joe Willie's Sea Food,,,,575.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
J & R Express Shrimp,8.94,3.0,,586.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
Subway,9.21,1.0,70.0,621.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
J & J Fish,9.71,1.0,,624.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
Chinese Kitchen,9.67,1.0,,624.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
McDonald's,9.98,1.0,50.0,677.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
Sharks Fish & Chicken,9.64,1.0,,678.0,41.870959,-87.700259,41.870959%2C-87.700259,restaurant
La Chiquita Bakery,6.26,1.0,,393.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
La Fogata,2.41,1.0,,395.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
Burger King,9.94,1.0,54.0,403.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
La Pilluelita de Michoacán,,,,445.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
Fast Food El Mexicano,2.08,1.0,,453.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
The Sandwich Break,,,,463.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
Bambinos Bakery,,,,493.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
Pepes Mexican Restaura,9.52,1.0,82.0,510.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
El Pollo Real #2,,,,527.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
Subway,9.75,1.0,66.0,559.0,41.775144,-87.708129,41.775144%2C-87.708129,restaurant
J & L Lounge,6.52,,,30.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
Poncitlan Five,9.56,1.0,,30.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
KFC,9.5,1.0,53.0,336.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
Delta Restaurant,6.0,,,376.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
McDonald's,9.98,1.0,62.0,379.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
New Delta Family Restaurant,,,,388.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
Chinese Kitchen,9.39,1.0,,389.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
Burrito King,8.91,1.0,,392.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
Barca,9.26,1.0,,400.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
Chico's Sports Bar & Grill,,,,461.0,41.9424235,-87.74713,41.9424235%2C-87.74713,restaurant
For the Good Times Lounge,9.48,2.0,,203.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
56th st harold Grill and waffles,,,,598.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
Harold's Chicken Shack,9.38,1.0,,609.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
See Thru Chinese Kitchen,9.36,1.0,,708.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
Sea Shell Fish And Chicken,,,,710.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
White Castle,9.51,1.0,55.0,724.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
Seashell Restaurant,9.19,1.0,71.0,739.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
John's Drive In,9.98,2.0,,786.0,41.791198,-87.671949,41.791198%2C-87.671949,restaurant
Glass House Lounge,9.23,3.0,,23.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Subway,9.55,1.0,67.0,53.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Shark's Fish & Chicken,9.48,3.0,69.0,56.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Ho Ho Restaurant,9.01,1.0,61.0,80.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Jb Gyros,9.05,2.0,,87.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Jamaican Jerk Villa,9.7,2.0,64.0,97.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Salaam Restaurant and Bakery,9.68,2.0,85.0,150.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Billy's Prime Fish & Hoagie,9.2,2.0,,196.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Italian Fiesta Pizzeria - S Halsted St,9.95,1.0,76.0,294.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Italian Fiesta Pizzeria,,,,305.0,41.749896,-87.643693,41.749896%2C-87.643693,restaurant
Raison D' Etre,,,,346.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Norman's Bistro,9.59,2.0,88.0,391.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Gorée Cuisine,9.35,2.0,75.0,549.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Subway,9.64,1.0,74.0,616.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Italian Fiesta Pizzeria,9.62,1.0,72.0,644.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Radio Ribs,,,,667.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Just Turkey,9.8,1.0,80.0,672.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Chicago Cheese Steak,8.68,2.0,,673.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
JJ Fish & Chicken,6.54,1.0,,679.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
MR Captain Hooks,,,,679.0,41.814697,-87.598006,41.814697%2C-87.598006,restaurant
Tacos & Burritos Rancho Grande,,,,362.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Guapo Taco,9.5,1.0,,377.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Hot Mexican Peppers,,,,392.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Paleteria El Sabor De Michoacan,9.67,1.0,,431.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Birrieria Jalisco,9.23,2.0,,436.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Ayutla,,,,436.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
La Placita De Durango,9.31,2.0,68.0,541.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Taqueria Jamay,9.77,1.0,,565.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Mario's Taqueria,,,,570.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Piezano's Pizza & Grinder Co,9.54,2.0,,577.0,41.805661,-87.683392,41.805661%2C-87.683392,restaurant
Caribbean Jerk Palace II,,,,78.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Raymonds Tacos,,,,78.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Andy's Deli,9.43,4.0,,232.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Tasty Chicken & Salad,,,,512.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Sharks Fish,,,,521.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Andy's Deli Butcher Shop,,,,532.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Ernie's Restaurant,3.8,,,568.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Life Restaurant,,,,568.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
White Castle,9.9,1.0,59.0,570.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Uncle Remus Chicken & Barbeque,,,,573.0,41.885409,-87.726491,41.885409%2C-87.726491,restaurant
Burger King,9.88,1.0,66.0,29.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Lindy's Chili & Gertie's Ice Cream,9.06,1.0,63.0,61.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Rosati’S Pizza,9.15,1.0,71.0,69.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Hinky Dinks Pub,9.57,1.0,61.0,166.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Joseph's Restaurant and Bar,9.35,2.0,73.0,179.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Lanigan's Irish Pub,9.4,2.0,51.0,181.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Mackells Inn,9.47,1.0,,209.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Blackthorn Pub,,,,226.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Barraco's Pizza Chicago,9.91,2.0,83.0,274.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
La Fiesta Mexican Restaurant,9.75,2.0,61.0,291.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,restaurant
Quetips BBQ Tips And Things,4.84,2.0,,391.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Sir Chicken,9.53,,,401.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Goldy Fast Food,,,,429.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Uncle Remus Chicken & BBQ,2.52,,,467.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Popeyes Louisiana Kitchen,9.89,1.0,56.0,491.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Falcon Holdings,,,,573.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Dave's Red Hots,9.4,1.0,67.0,580.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Rally's,,,,604.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Checkers,9.72,1.0,61.0,609.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Star Gyros,9.59,1.0,,629.0,41.862355,-87.7157109,41.862355%2C-87.7157109,restaurant
Caramel Cafe,9.0,1.0,,25.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Albano's Pizzeria,9.37,1.0,84.0,29.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Taqueria Los Altos De Jalisco,9.14,1.0,,135.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
The Depot,,,,139.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Taqueria Los Martinez,,,,147.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Big Top,,,,159.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Brasas,8.36,1.0,,193.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Senor Sandwich,,,,230.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Galloway's Last Resort,,,,310.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Lucky Dog,9.8,1.0,76.0,319.0,41.865608,-87.772389,41.865608%2C-87.772389,restaurant
Elliots Augusta Pizza & Grill,9.94,1.0,79.0,443.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Burger King,9.9,1.0,52.0,666.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
The Goddess Restaurant Group,,,,669.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Rubys Soulfood OTA,,,,671.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Philly Bros,,,,678.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
El Jefe Loco,,,,701.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Chicago's Margies Maxwell Street,,,,744.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Mel's Place,,,,792.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
La Cocina de Alicia,,,,876.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Andy's Deli Butcher Shop,,,,888.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,restaurant
Bot Bakery,3.14,1.0,,30.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Majani Soulful Vegan Cuisine,,,,236.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Majani Restaurant,9.68,2.0,83.0,256.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Chef Sara's Cafe,8.93,2.0,77.0,266.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Parrot Cage Restaurant,8.41,2.0,,268.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Parrot Cage - Washburne Culinary Institute,,,,291.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Kennedy Fish & Chicken,9.59,1.0,58.0,301.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Ming Chop Suey,8.73,1.0,79.0,322.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Hoagy House & Hm-The Famous,,,,324.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Hoagy House,9.06,1.0,,330.0,41.766206,-87.562789,41.766206%2C-87.562789,restaurant
Mesler Kitchen | Bar | Lounge,,,,318.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Nicky's Chinese Food,9.44,1.0,71.0,375.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
La Familia Sadc,,,,380.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Cedars Mediterranean Kitchen,9.08,2.0,70.0,398.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Harold's Chicken Shack,9.74,1.0,65.0,408.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Leona's Restaurant,9.1,2.0,58.0,473.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Roux Diner,9.84,2.0,,502.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Insomnia Cookies-Hyde,9.8,,74.0,509.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Pockets,8.74,1.0,74.0,519.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Nella Pizza e Pasta,9.75,1.0,75.0,537.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,restaurant
Star Gyros,9.59,1.0,,163.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Taco Bell,9.75,1.0,67.0,168.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Dave's Red Hots,9.4,1.0,67.0,180.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Cleanstreet,,,,195.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Green Garden Cafe,,,,241.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Popeyes Louisiana Kitchen,9.89,1.0,56.0,267.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Homan Squar Cafe 2,,,,307.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Chinese Kitchen,9.67,1.0,,373.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Subway,9.21,1.0,70.0,378.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
McDonald's,9.98,1.0,50.0,422.0,41.868114,-87.7109257,41.868114%2C-87.7109257,restaurant
Sunda,9.86,3.0,90.0,11.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Ema,9.88,4.0,90.0,63.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Boss Bar,9.95,2.0,61.0,96.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Three Dots and a Dash,9.95,3.0,85.0,99.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Tanta,9.85,3.0,89.0,102.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Beatrix,9.86,3.0,90.0,104.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Fadó Irish Pub,9.89,2.0,78.0,109.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Firecakes Donuts,9.93,1.0,92.0,123.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Sushi-san,9.89,2.0,91.0,141.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
The Smith,9.92,2.0,89.0,158.0,41.890762,-87.631697,41.890762%2C-87.631697,restaurant
Krispy's Chicken & Seafood,,,,213.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Subway,9.79,1.0,67.0,237.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
"Krispy's Sea Food and Chicken · Great American Foods, Inc.",8.91,1.0,,247.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Sizzlin Grille Cafe,8.89,1.0,78.0,776.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Harold's Chicken Coop,9.82,1.0,,792.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Thomas Restaurant,9.65,1.0,66.0,847.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Plant Based Junkie,9.37,2.0,,911.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Grill Eighty Seven,,,,922.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,restaurant
Uncle Remus Chicken & BBQ,2.52,,,57.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Falcon Holdings,,,,129.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Rally's,,,,220.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Checkers,9.72,1.0,61.0,224.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Cleanstreet,,,,431.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Popeyes Louisiana Kitchen,9.89,1.0,56.0,481.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Green Garden Cafe,,,,504.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Homan Squar Cafe 2,,,,512.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Dave's Red Hots,9.4,1.0,67.0,529.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Super Submarine,9.43,1.0,,541.0,41.866225,-87.717918,41.866225%2C-87.717918,restaurant
Subway,9.48,1.0,66.0,53.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
Olive Garden,9.91,2.0,82.0,227.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
Mirabella Italian Cuisine & Bar,9.66,4.0,72.0,399.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
La Nonna,9.87,2.0,77.0,404.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
Manee Thai Restaurant,9.3,1.0,75.0,631.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
Brudders Lounge,9.76,3.0,78.0,634.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
J's Corner Hot Dogs,9.66,1.0,66.0,636.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
La Villa Restaurant,9.91,3.0,87.0,642.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
La Biznaga,8.57,1.0,,645.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
Big Teddy Bear,8.65,3.0,,645.0,41.94655,-87.719827,41.94655%2C-87.719827,restaurant
Chico’s Oven,9.34,1.0,,66.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Rocky Pancake House,6.3,1.0,,72.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Pepe's Mexican Restaurants,9.85,1.0,,174.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
El Jacalito,9.64,1.0,,310.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Southside African Restaurant,7.79,2.0,,328.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Genesis Carry Out,,,,403.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Cecy's Molino De Masa,,,,552.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Los Tacos & Desserts,,,,556.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Paleteria El Portillo,9.47,1.0,,565.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Mayas Pizza,9.64,1.0,,570.0,41.744615,-87.551208,41.744615%2C-87.551208,restaurant
Ketel One Club,9.8,3.0,75.0,59.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Backstage Cantina,1.33,1.0,,82.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Sinha Elegant Cuisine,9.7,2.0,75.0,342.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Church's Chicken,9.74,1.0,61.0,536.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Su Taqueria El Rey Del Taco,9.72,1.0,,560.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Intelligentsia Roasting Works,9.3,,79.0,628.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Passion House Coffee Roasters,8.82,1.0,,630.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Metric Coffee,9.7,1.0,87.0,637.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Rhine Hall Distillery,9.27,,79.0,658.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
SoJu BBQ,9.78,2.0,,660.0,41.88137,-87.67493,41.88137%2C-87.67493,restaurant
Paleteria Lindo Michoacan,9.35,1.0,,27.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
El Charro San Francisco,9.87,1.0,59.0,67.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
Waldo Cooney's Pizza,9.7,1.0,79.0,85.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
Hot Wok,9.32,1.0,,133.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
Nicky'z Gyros,3.86,1.0,,260.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
Birrieria Don Luis,,,,304.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
O'Hara's Tavern,9.9,2.0,63.0,316.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
Chapala Restaurant,1.61,1.0,,323.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
El New Chapala,,,,327.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
La Florencia Bakery,9.51,1.0,,337.0,41.70261,-87.533531,41.70261%2C-87.533531,restaurant
Di Nicos Pizza,9.71,1.0,,104.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Burger King,9.9,1.0,52.0,117.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Delicias Las,9.13,1.0,,160.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Memo's Tacos,9.3,1.0,,181.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
El Guanaco,2.25,1.0,,187.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Panda Express,,,,284.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Las Islas Marias,9.88,2.0,76.0,431.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Old Country AYCE Marketplace,9.57,2.0,56.0,447.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Papa John's Pizza,9.79,1.0,65.0,464.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
Subway,9.5,1.0,65.0,491.0,41.92378,-87.7843998,41.92378%2C-87.7843998,restaurant
The Perfect Cup,9.51,1.0,78.0,19.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Aroy Thai,9.4,1.0,87.0,51.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Shanghai Inn,9.36,1.0,79.0,61.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Budacki's Drive-In,9.65,1.0,85.0,120.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Me Dee Cafe,9.33,2.0,84.0,208.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
La Boulangerie Wilson,9.69,1.0,88.0,234.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Wendy's,9.93,1.0,59.0,240.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Namit Cafe & Restaurant,9.39,2.0,,327.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Golden Nugget Pancake House,9.83,1.0,78.0,460.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
Roots Handmade Pizza - Lincoln Square,9.71,1.0,81.0,468.0,41.967094,-87.679028,41.967094%2C-87.679028,restaurant
BienMeSabe Venezuelan Cafe & Restaurant,9.62,2.0,89.0,61.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Bienmesabe,,,,79.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
ORD Pizzeria,9.26,2.0,81.0,135.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Urban Vegan,9.56,2.0,89.0,144.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Bliss Resto,8.89,2.0,,226.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Spacca Napoli,9.72,2.0,93.0,280.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Margie's Candies,9.63,1.0,85.0,297.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Culver’s,9.77,1.0,77.0,300.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
Spoken Cafe,9.45,1.0,81.0,301.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
So Dressed Up,,,,315.0,41.961507,-87.671387,41.961507%2C-87.671387,restaurant
DeQue's Original BBQ,,,,524.0,41.731767,-87.604899,41.731767%2C-87.604899,restaurant
St Rest No 2 Country Kitchen,9.37,1.0,,527.0,41.731767,-87.604899,41.731767%2C-87.604899,restaurant
Ranchito Taco Truck,,,,528.0,41.731767,-87.604899,41.731767%2C-87.604899,restaurant
Garrett Popcorn Shops,9.91,2.0,88.0,535.0,41.731767,-87.604899,41.731767%2C-87.604899,restaurant
Subway,9.05,1.0,70.0,579.0,41.731767,-87.604899,41.731767%2C-87.604899,restaurant
