name,popularity,price,rating,distance,latitude,longitude,ll,poi_cat
Chelis Taqueria Y Carnitas,2.7,1.0,,821.0,41.85936,-87.70302,41.85936%2C-87.70302,restaurant
Atardecer Acapulqueno,9.61,1.0,,840.0,41.85936,-87.70302,41.85936%2C-87.70302,restaurant
Guerrero's Pizza,9.71,1.0,,850.0,41.85936,-87.70302,41.85936%2C-87.70302,restaurant
McDonald's,9.98,1.0,50.0,860.0,41.85936,-87.70302,41.85936%2C-87.70302,restaurant
El Mezquite Grill,9.92,1.0,,864.0,41.85936,-87.70302,41.85936%2C-87.70302,restaurant
China Snack,9.69,1.0,,865.0,41.85936,-87.70302,41.85936%2C-87.70302,restaurant
Meyering Park,9.91,,,186.0,41.765862,-87.614787,41.765862%2C-87.614787,parks
Magnolia Playlot Park,9.31,,,425.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Dogwood Park,9.53,,,443.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Altgeld Park,9.84,,73.0,672.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Park No. 422,7.55,,,729.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Horan Park,6.95,,,747.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Gladys Park,4.28,,,879.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Douglas Park,10.0,,85.0,1173.0,41.870959,-87.700259,41.870959%2C-87.700259,parks
Chicago Park District Fieldhouse,,,,579.0,41.775144,-87.708129,41.775144%2C-87.708129,parks
Marquette Park,,,,598.0,41.775144,-87.708129,41.775144%2C-87.708129,parks
Parsons Unimproved Park,9.28,,,411.0,41.9424235,-87.74713,41.9424235%2C-87.74713,parks
Kilbourn Park,9.96,,82.0,647.0,41.9424235,-87.74713,41.9424235%2C-87.74713,parks
Kilbourn Playground,3.16,,,671.0,41.9424235,-87.74713,41.9424235%2C-87.74713,parks
Hermitage Park,9.28,,,530.0,41.791198,-87.671949,41.791198%2C-87.671949,parks
Lindholm Park,7.97,,,841.0,41.791198,-87.671949,41.791198%2C-87.671949,parks
Lindblom Park,9.92,,,896.0,41.791198,-87.671949,41.791198%2C-87.671949,parks
St Leo Bell Tower and Veterans Park,5.99,,,332.0,41.749896,-87.643693,41.749896%2C-87.643693,parks
Lyle Park,7.16,,,568.0,41.749896,-87.643693,41.749896%2C-87.643693,parks
Auburn Park,9.92,,,686.0,41.749896,-87.643693,41.749896%2C-87.643693,parks
Gresham School playground,9.399999999999999,,,961.0,41.749896,-87.643693,41.749896%2C-87.643693,parks
Kennicott Park,9.63,,69.0,33.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Brooks Park,9.59,,,377.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Burnham Playground,6.92,,,412.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Harsh Park,9.5,,,484.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Oakwood / 41st Street Beach,9.71,,,696.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Historic Drexel Boulevard,9.07,,,729.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Kenwood Dog Run,9.9,,,735.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Holly Park,9.61,,,736.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Park No. 532,2.47,,,823.0,41.814697,-87.598006,41.814697%2C-87.598006,parks
Oakley Park,,,,220.0,41.805661,-87.683392,41.805661%2C-87.683392,parks
Chicago Park District - Little Venice Park,9.7,,,461.0,41.805661,-87.683392,41.805661%2C-87.683392,parks
Mason Park,2.39,,,280.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Tilton Park,8.7,,,745.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Garfield Park Conservatory,9.95,,95.0,776.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Garfield Park,,,,914.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Chicago Park District Boxing Prog,,,,960.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Garfield Park Chicago Park District,,,,960.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Garfield Citywide Park,,,,968.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Sacks Field,1.7999999999999998,,,996.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Saint Louis Mini-Park,6.69,,,1093.0,41.885409,-87.726491,41.885409%2C-87.726491,parks
Mount Greenwood Park,,,,158.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,parks
McKiernan Park,9.9,,,690.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,parks
Village of Merrionette Park,,,,930.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,parks
MTG Park,9.95,,,953.0,41.69239474587557,-87.70096063613892,41.69239474587557%2C-87.70096063613892,parks
Millard Park,2.52,,,114.0,41.862355,-87.7157109,41.862355%2C-87.7157109,parks
Independence Square,9.29,,,318.0,41.862355,-87.7157109,41.862355%2C-87.7157109,parks
Lawndale Playground,8.97,,,351.0,41.862355,-87.7157109,41.862355%2C-87.7157109,parks
Christiana Park,9.71,,,620.0,41.862355,-87.7157109,41.862355%2C-87.7157109,parks
Park No. 515 Community Park,1.9,,,786.0,41.862355,-87.7157109,41.862355%2C-87.7157109,parks
Barrie Park,9.94,,81.0,713.0,41.865608,-87.772389,41.865608%2C-87.772389,parks
Clyde Park District Comm,,,,977.0,41.865608,-87.772389,41.865608%2C-87.772389,parks
Irving School Playground,9.54,,,1000.0,41.865608,-87.772389,41.865608%2C-87.772389,parks
Augusta Park,9.61,,,486.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,parks
Ohio Park,9.9,,,958.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,parks
Pulaski Park,9.8,,,959.0,41.8954359,-87.7335726,41.8954359%2C-87.7335726,parks
South Shore Beach,9.36,,,239.0,41.766206,-87.562789,41.766206%2C-87.562789,parks
Ashe Beach Park,9.83,,,541.0,41.766206,-87.562789,41.766206%2C-87.562789,parks
Dog Park,9.3,,,660.0,41.766206,-87.562789,41.766206%2C-87.562789,parks
Hasan Playlot Park,9.38,,,666.0,41.766206,-87.562789,41.766206%2C-87.562789,parks
Florence Stout Park,9.67,,,139.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Sycamore Park,9.02,,,245.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Butternut Playlot Park,9.62,,,366.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Sycamore Playlot,9.48,,,370.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Elm Park,9.45,,,378.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Bessie Coleman Park,9.59,,71.0,397.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
55th & Greenwood Benches,8.81,,,612.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Washington Park/ Dusable Museum,9.31,,,658.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Houston Neighborhood Park,9.74,,,664.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Nichols Park,9.87,,82.0,703.0,41.79933626261,-87.6009581145,41.79933626261%2C-87.6009581145,parks
Park No. 515 Community Park,1.9,,,231.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Lawndale Playground,8.97,,,482.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Millard Park,2.52,,,712.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Magnolia Playlot Park,9.31,,,725.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Park No. 422,7.55,,,800.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Gladys Park,4.28,,,888.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Independence Square,9.29,,,936.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Christiana Park,9.71,,,937.0,41.868114,-87.7109257,41.868114%2C-87.7109257,parks
Amli River North Dog Run,8.63,,,177.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Env Dog Run,7.000000000000001,,,235.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
River Drive Park at The Mart,8.97,,,429.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Flair Tower Dog Run,4.66,,,449.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Vietnam Veterans Memorial,9.38,,68.0,516.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Pisang Dog Park,8.69,,,522.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Trump Tower Dog Park,1.07,,,536.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Exhibit Park,1.89,,,537.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Church’s,5.09,,,564.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Median on State Street,6.6,,,581.0,41.890762,-87.631697,41.890762%2C-87.631697,parks
Stony Island Park,,,,194.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,parks
Chicago Park District,,,,236.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,parks
Jesse Owens Park,9.94,,82.0,479.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,parks
Marshfield Park,9.09,,,908.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,parks
Marshfield Park - Chicago Park District,,,,917.0,41.73715146431056,-87.57274031639099,41.73715146431056%2C-87.57274031639099,parks
Millard Park,2.52,,,354.0,41.866225,-87.717918,41.866225%2C-87.717918,parks
Independence Square,9.29,,,418.0,41.866225,-87.717918,41.866225%2C-87.717918,parks
Park No. 515 Community Park,1.9,,,505.0,41.866225,-87.717918,41.866225%2C-87.717918,parks
Lawndale Playground,8.97,,,559.0,41.866225,-87.717918,41.866225%2C-87.717918,parks
Violet Park,1.96,,,919.0,41.866225,-87.717918,41.866225%2C-87.717918,parks
Keeler Park,9.5,,,1037.0,41.866225,-87.717918,41.866225%2C-87.717918,parks
Athletic Field Park,9.83,,84.0,254.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Avondale Park,9.66,,64.0,690.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Parkview Park,9.7,,,702.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Pizza Island,7.62,,,732.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Independence Park,9.95,,89.0,796.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Walt Disney 2 Magnet School Playground,9.61,,,856.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Middle School Campus Park,6.07,,,888.0,41.94655,-87.719827,41.94655%2C-87.719827,parks
Russell Park,,,,102.0,41.744615,-87.551208,41.744615%2C-87.551208,parks
Russell Square Park,9.82,,69.0,115.0,41.744615,-87.551208,41.744615%2C-87.551208,parks
Park 578,9.08,,,254.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Wilma Elizabeth Memorial Park,9.13,,,322.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Westhaven Park Homes,9.06,,,410.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Touhy-Herbert Park,9.46,,,464.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Chicago Park District,,,,466.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Union Park,9.98,,89.0,845.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Starr Park,9.0,,,871.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Union Park Playground,8.73,,,897.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Queerer park,5.7,,,933.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Union Park Fieldhouse,1.61,,,952.0,41.88137,-87.67493,41.88137%2C-87.67493,parks
Krause Park,2.56,,,263.0,41.70261,-87.533531,41.70261%2C-87.533531,parks
Park No. 499,8.79,,,569.0,41.70261,-87.533531,41.70261%2C-87.533531,parks
Campus Park,8.77,,,586.0,41.70261,-87.533531,41.70261%2C-87.533531,parks
Wolfe Park,9.51,,,896.0,41.70261,-87.533531,41.70261%2C-87.533531,parks
Allen J. Benson Park,9.3,,,942.0,41.70261,-87.533531,41.70261%2C-87.533531,parks
Marian R. Byrnes Park,9.58,,,986.0,41.70838,-87.581455,41.70838%2C-87.581455,parks
Riis Park,9.98,,70.0,266.0,41.92378,-87.7843998,41.92378%2C-87.7843998,parks
Aiello Park,8.71,,,828.0,41.92378,-87.7843998,41.92378%2C-87.7843998,parks
Eastside Bike Train,8.99,,,327.0,41.691979,-87.534912,41.691979%2C-87.534912,parks
Campus Park,8.77,,,605.0,41.691979,-87.534912,41.691979%2C-87.534912,parks
Eggers Grove,9.91,,,631.0,41.691979,-87.534912,41.691979%2C-87.534912,parks
Rowan Park,9.63,,,799.0,41.691979,-87.534912,41.691979%2C-87.534912,parks
McPherson Playground,9.53,,,164.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Fenway's Park,1.77,,,164.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Vogle Playlot Park,9.14,,,295.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Winnemac Park,9.98,,90.0,700.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Harry & Gunther Kempf Plaza,3.49,,,722.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Welles Park,9.91,,82.0,786.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Jacob Park,8.01,,,807.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Chicago Park District Chase,,,,811.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Chase Park Bumble Bee,1.12,,,828.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Welles Park Playground,9.49,,,852.0,41.967094,-87.679028,41.967094%2C-87.679028,parks
Zatterberg Playlot Park,9.38,,,262.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Chicago Park District Chase,,,,651.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Warner Park and Gardens,8.97,,,652.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Chase Park Bumble Bee,1.12,,,663.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Chase Park,9.88,,67.0,714.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Lake View School Park,9.2,,,785.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Magnolia Ave. Dog Park,9.54,,,899.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Gooseberry Park,8.95,,,902.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
McPherson Playground,9.53,,,918.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Broncho Billy Playlot Park,9.53,,,927.0,41.961507,-87.671387,41.961507%2C-87.671387,parks
Lorraine Dixon Park,9.41,,,285.0,41.731767,-87.604899,41.731767%2C-87.604899,parks
Brown Memorial Park,9.5,,,791.0,41.731767,-87.604899,41.731767%2C-87.604899,parks
Tuley Park,9.98,,59.0,864.0,41.731767,-87.604899,41.731767%2C-87.604899,parks
Machetes Albany Park,,,,382.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Buckeye Playlot Park,6.34,,,415.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Arthur J. LaPointe Park,9.3,,,472.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Ronan Park,9.47,,72.0,591.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Ravenswood Manor Park,9.69,,75.0,618.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Turf Field,6.89,,,674.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Drake Gardens,9.84,,,734.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Kiwanis Park,9.74,,,810.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Jacob Park,9.38,,,827.0,41.96668636205,-87.7080519806,41.96668636205%2C-87.7080519806,parks
Gately Park,9.88,,,337.0,41.705588,-87.602938,41.705588%2C-87.602938,parks
Strohacker Park,8.87,,,22.0,41.79482,-87.732112,41.79482%2C-87.732112,parks
The Prairie,4.67,,,563.0,41.79482,-87.732112,41.79482%2C-87.732112,parks
Pasteur Park,9.98,,,738.0,41.79482,-87.732112,41.79482%2C-87.732112,parks
Archer Park,9.96,,65.0,987.0,41.79482,-87.732112,41.79482%2C-87.732112,parks
Park No. 515 Community Park,1.9,,,214.0,41.8680617,-87.7153897,41.8680617%2C-87.7153897,parks
Millard Park,2.52,,,545.0,41.8680617,-87.7153897,41.8680617%2C-87.7153897,parks
Lawndale Playground,8.97,,,548.0,41.8680617,-87.7153897,41.8680617%2C-87.7153897,parks
Independence Square,9.29,,,691.0,41.8680617,-87.7153897,41.8680617%2C-87.7153897,parks
Magnolia Playlot Park,9.31,,,1021.0,41.8680617,-87.7153897,41.8680617%2C-87.7153897,parks
Drexel Park,4.58,,,835.0,41.775267,-87.669156,41.775267%2C-87.669156,parks
Lindholm Park,7.97,,,1005.0,41.775267,-87.669156,41.775267%2C-87.669156,parks
Stony Island Park,,,,194.0,41.73715,-87.57319,41.73715%2C-87.57319,parks
Chicago Park District,,,,226.0,41.73715,-87.57319,41.73715%2C-87.57319,parks
Jesse Owens Park,9.94,,82.0,453.0,41.73715,-87.57319,41.73715%2C-87.57319,parks
Marshfield Park,9.09,,,871.0,41.73715,-87.57319,41.73715%2C-87.57319,parks
Marshfield Park - Chicago Park District,,,,880.0,41.73715,-87.57319,41.73715%2C-87.57319,parks
Horner Park Fieldhouse,9.23,,,204.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Horner Park,9.99,,89.0,266.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Horner Park Playground,9.55,,,284.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Buffalo Park,9.39,,,303.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Horner Park Basketball Courts,,,,308.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Ravenswood Manor Park,9.69,,75.0,481.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Sunken Gardens Park,9.48,,,562.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Machetes Albany Park,,,,644.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Jacob Park,9.38,,,650.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Arthur J. LaPointe Park,9.3,,,772.0,41.9610471,-87.700901,41.9610471%2C-87.700901,parks
Kennedy Park,9.94,,75.0,461.0,41.69161,-87.681523,41.69161%2C-87.681523,parks
Crescent Park,9.73,,,706.0,41.69161,-87.681523,41.69161%2C-87.681523,parks
Bohn Park,9.4,,,895.0,41.69161,-87.681523,41.69161%2C-87.681523,parks
King Lockhart Park,9.13,,,971.0,41.69161,-87.681523,41.69161%2C-87.681523,parks
Almond Park,9.46,,,977.0,41.69161,-87.681523,41.69161%2C-87.681523,parks
Palmer Square Park,9.98,,91.0,222.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Maple Park,9.63,,,274.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Logan Boulevard,9.96,,90.0,547.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Kedzie Boulevard,9.8,,,551.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Humboldt grassy haven,3.46,,,585.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Illinois Centennial Monument,,,,761.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Logan Square Park,8.82,,,762.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Neighbors Garden Playlot Park,9.31,,,796.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Humboldt Dog Park,9.73,,,829.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Paseo Prairie Garden,8.68,,,838.0,41.921525,-87.707322,41.921525%2C-87.707322,parks
Midway Airport Animal Relief Area,9.99,,,245.0,41.785894,-87.738031,41.785894%2C-87.738031,parks
Pasteur Park,9.98,,,581.0,41.785894,-87.738031,41.785894%2C-87.738031,parks
The Prairie,4.67,,,646.0,41.785894,-87.738031,41.785894%2C-87.738031,parks
Warner Park and Gardens,8.97,,,156.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Lake View School Park,9.2,,,378.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Challenger Dog Park,9.76,,74.0,605.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Explore & Much More,8.14,,69.0,621.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Blaine Park,9.24,,,635.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Green Park - Blaine School,9.15,,,639.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Buena Circle Park,9.44,,60.0,651.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Magnolia Ave. Dog Park,9.54,,,671.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Blaine Elementary School Play Lot,,,,672.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Zatterberg Playlot Park,9.38,,,732.0,41.957081,-87.664199,41.957081%2C-87.664199,parks
Archer Park,9.96,,65.0,135.0,41.8023156,-87.7344142,41.8023156%2C-87.7344142,parks
Strohacker Park,8.87,,,848.0,41.8023156,-87.7344142,41.8023156%2C-87.7344142,parks
Mount Greenwood Park,,,,193.0,41.692883,-87.701048,41.692883%2C-87.701048,parks
McKiernan Park,9.9,,,635.0,41.692883,-87.701048,41.692883%2C-87.701048,parks
MTG Park,9.95,,,970.0,41.692883,-87.701048,41.692883%2C-87.701048,parks
Village of Merrionette Park,,,,984.0,41.692883,-87.701048,41.692883%2C-87.701048,parks
Churchill Park,,,,163.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Churchill Field Park,9.81,,78.0,169.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Damen Dog Park,9.04,,,182.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
606 Trail,,,,313.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
The Bucktown Green,9.38,,,425.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Goldenrod Park,6.85,,,466.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Park No. 567,9.12,,69.0,508.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Erhler Park,9.48,,76.0,511.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Cortland Park,2.53,,,541.0,41.915983,-87.677335,41.915983%2C-87.677335,parks
Neighborhood Nights,9.12,,,302.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Andersonville People Spot,4.63,,,417.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Andersonville Playlot Park,9.44,,,436.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Andersonville Park,8.86,,,439.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Carmen Playlot Park,9.11,,,580.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Carmen Playlot,9.14,,,608.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Chase Park,9.88,,67.0,640.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Chase Park Bumble Bee,1.12,,,689.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Chicago Park District Chase,,,,698.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
West Andersonville Gardens,9.64,,,718.0,41.97334764047304,-87.6678554713726,41.97334764047304%2C-87.6678554713726,parks
Gage Park,9.95,,,100.0,41.7940135,-87.685807,41.7940135%2C-87.685807,parks
Chicago Park District Special,,,,107.0,41.7940135,-87.685807,41.7940135%2C-87.685807,parks
West Ridge Nature Preserve,,,,693.0,41.7940135,-87.685807,41.7940135%2C-87.685807,parks
Chicago Park District - Little Venice Park,9.7,,,939.0,41.7940135,-87.685807,41.7940135%2C-87.685807,parks
Bud Billiken,4.56,,,59.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
Dyett Recreation Center,1.0,,,210.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
"Harding, Park",6.8999999999999995,,,436.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
Houston Neighborhood Park,9.74,,,769.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
Washington Park Sunken Garden,,,,952.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
Washington Park,10.0,,80.0,962.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
Sycamore Park,9.02,,,974.0,41.8021917,-87.6151444,41.8021917%2C-87.6151444,parks
Bradley Park,9.0,,,36.0,41.718353,-87.564459,41.718353%2C-87.564459,parks
Merrill Park,9.11,,,617.0,41.718353,-87.564459,41.718353%2C-87.564459,parks
Luella Park,8.66,,,679.0,41.718353,-87.564459,41.718353%2C-87.564459,parks
Veterans Memorial Park,9.81,,,719.0,41.718353,-87.564459,41.718353%2C-87.564459,parks
Dougherty Park,8.77,,,827.0,41.718353,-87.564459,41.718353%2C-87.564459,parks
Dougherty Park,8.77,,,240.0,41.726199,-87.559252,41.726199%2C-87.559252,parks
Bessemer Park,9.76,,,828.0,41.726199,-87.559252,41.726199%2C-87.559252,parks
Veterans Memorial Park,9.81,,,990.0,41.726199,-87.559252,41.726199%2C-87.559252,parks
Holmdel park,8.83,,,436.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Humboldt Park Playground,9.11,,,490.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Little Adventures,5.3,,,492.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Lafayette Playground,8.74,,,516.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Clemente Park,9.69,,,546.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Western Ave Dog Run,5.22,,,674.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Western Park,8.75,,,741.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Humboldt Park,,,,757.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Maplewood Playlot Park,9.71,,80.0,943.0,41.90282,-87.692397,41.90282%2C-87.692397,parks
Union Park Playground,8.73,,,232.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Union Park,9.98,,89.0,257.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Union Park Fieldhouse,1.61,,,287.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Westhaven Park Homes,9.06,,,410.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Park 578,9.08,,,685.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Bickerdike Park,,,,688.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Skinner Dog Park,9.82,,82.0,737.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Skinner Bark Park,9.96,,80.0,741.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Bickerdike Square Park,9.62,,71.0,771.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Throop Pond,8.74,,,805.0,41.88592,-87.66717,41.88592%2C-87.66717,parks
Old Irving Park Dog Park,9.68,,,262.0,41.953393,-87.732002,41.953393%2C-87.732002,parks
Middle School Campus Park,6.07,,,415.0,41.953393,-87.732002,41.953393%2C-87.732002,parks
Walt Disney 2 Magnet School Playground,9.61,,,533.0,41.953393,-87.732002,41.953393%2C-87.732002,parks
Belding Playground,9.43,,,536.0,41.953393,-87.732002,41.953393%2C-87.732002,parks
