name,popularity,price,rating,distance,latitude,longitude,ll,poiCat
Marisol,9.61,2,91,139,41.89858665,-87.62191523,-45.72332857,restaurant
Doc B's Fresh Kitchen,9.83,2,88,288,41.89858665,-87.62191523,-45.72332857,restaurant
Joe The Juice New Yo,9.74,1,68,297,41.89858665,-87.62191523,-45.72332857,restaurant
Gino's East,9.97,2,82,325,41.89858665,-87.62191523,-45.72332857,restaurant
Stan S Donuts,9.87,1,81,387,41.89858665,-87.62191523,-45.72332857,restaurant
Ramen-San Deluxe,9.93,2,81,430,41.89858665,-87.62191523,-45.72332857,restaurant
Giordano's,9.97,2,87,435,41.89858665,-87.62191523,-45.72332857,restaurant
Okocim Bar & Grill,,,,472,41.949269,-87.798395,-45.849126,restaurant
Simply Simon's Cheesecakes,,,,508,41.949269,-87.798395,-45.849126,restaurant
Lobster Boys-Chicago,,,,585,41.949269,-87.798395,-45.849126,restaurant
Wabash Station II Condo Association,,,,592,41.949269,-87.798395,-45.849126,restaurant
Hands On,9.57,2,82,657,41.949269,-87.798395,-45.849126,restaurant
Katakana & Koko Sushi Bar,,,,705,41.949269,-87.798395,-45.849126,restaurant
Yummy,1.53,2,,708,41.949269,-87.798395,-45.849126,restaurant
"Forno Rosso · Cafe Cappucino, Inc.",,,,713,41.949269,-87.798395,-45.849126,restaurant
Pulaski Polish Deli & Bakery,8.98,,,716,41.949269,-87.798395,-45.849126,restaurant
Forno Rosso Pizzeria Napoletana,9.86,1,88,735,41.949269,-87.798395,-45.849126,restaurant
Paleteria El A-Wuelo,,,,400,41.934586,-87.7959613,-45.8613753,restaurant
Cafe Prague,9.87,2,66,445,41.934586,-87.7959613,-45.8613753,restaurant
Ferajna,9.19,,,451,41.934586,-87.7959613,-45.8613753,restaurant
Overtime,7.36,1,,451,41.934586,-87.7959613,-45.8613753,restaurant
Mr D's Shish-Kabob's,9.92,1,73,466,41.934586,-87.7959613,-45.8613753,restaurant
The Ice Cream Shop,,,,644,41.934586,-87.7959613,-45.8613753,restaurant
Frank's Pizzeria & Restaurant,9.8,1,,727,41.934586,-87.7959613,-45.8613753,restaurant
Jimmy John's,9.44,1,62,858,41.934586,-87.7959613,-45.8613753,restaurant
Jerusalem Grill,,,,884,41.934586,-87.7959613,-45.8613753,restaurant
Meson Del Taco,9.33,1,75,886,41.934586,-87.7959613,-45.8613753,restaurant
Nicoles One Stop Sandwich Shop,,,,306,41.74148653,-87.65841007,-45.91692354,restaurant
McDonald's,9.97,1,50,378,41.74148653,-87.65841007,-45.91692354,restaurant
Harold Chicken Restaurant,9.08,2,,429,41.74148653,-87.65841007,-45.91692354,restaurant
Wendy's,9.97,1,65,448,41.74148653,-87.65841007,-45.91692354,restaurant
Chicago Style Lounge,,,,482,41.74148653,-87.65841007,-45.91692354,restaurant
Famous Grill,9.53,2,,501,41.74148653,-87.65841007,-45.91692354,restaurant
Jerk Kitchen,9.33,2,76,602,41.74148653,-87.65841007,-45.91692354,restaurant
Morrison's Authentic Southern Cooking,,,,612,41.74148653,-87.65841007,-45.91692354,restaurant
Morrison's Soul Food,9.07,2,70,630,41.74148653,-87.65841007,-45.91692354,restaurant
The Junction,9.71,3,77,640,41.74148653,-87.65841007,-45.91692354,restaurant
La Vaca Margarita,9.92,1,75,346,41.861267,-87.656625,-45.795358,restaurant
La Luna,9.88,1,82,354,41.861267,-87.656625,-45.795358,restaurant
Honky Tonky BBQ,9.6,2,81,367,41.861267,-87.656625,-45.795358,restaurant
Azul 18,9.55,2,89,375,41.861267,-87.656625,-45.795358,restaurant
The Spoke & Bird Bakehouse (Pilsen),9.71,1,77,376,41.861267,-87.656625,-45.795358,restaurant
The Green Room Tap,9.71,,70,394,41.861267,-87.656625,-45.795358,restaurant
Tack Room,9.28,2,83,401,41.861267,-87.656625,-45.795358,restaurant
Pilsen Yards,9.92,2,77,406,41.861267,-87.656625,-45.795358,restaurant
Atotonilcos,9.89,1,83,407,41.861267,-87.656625,-45.795358,restaurant
Senoritas Cantina,9.8,1,61,414,41.861267,-87.656625,-45.795358,restaurant
Morgan Street Cafe,9.85,2,87,295,41.87772613,-87.65478743,-45.7770613,restaurant
Eleven Eleven,9.63,2,74,408,41.87772613,-87.65478743,-45.7770613,restaurant
Black Barrel Tavern,9.82,2,74,424,41.87772613,-87.65478743,-45.7770613,restaurant
Cone Gourmet Ice Cream,9.77,2,88,437,41.87772613,-87.65478743,-45.7770613,restaurant
Third Rail Tavern,9.64,2,76,446,41.87772613,-87.65478743,-45.7770613,restaurant
The CrossRoads Bar & Grill,9.63,2,80,452,41.87772613,-87.65478743,-45.7770613,restaurant
Vietfive Coffee,9.4,1,,453,41.87772613,-87.65478743,-45.7770613,restaurant
Stelios Bottles & Bites,9.64,2,74,462,41.87772613,-87.65478743,-45.7770613,restaurant
Monteverde,9.75,2,90,466,41.87772613,-87.65478743,-45.7770613,restaurant
Talay Sushi & Thai Cuisine,9.46,2,77,510,41.87772613,-87.65478743,-45.7770613,restaurant
Lady Gregory's,9.81,2,86,15,41.97803062,-87.66856492,-45.69053429,restaurant
George's Ice Cream & Sweets,9.22,1,85,30,41.97803062,-87.66856492,-45.69053429,restaurant
Lost Larson,9.67,1,94,66,41.97803062,-87.66856492,-45.69053429,restaurant
Kopi Café,9.55,2,88,68,41.97803062,-87.66856492,-45.69053429,restaurant
Farraguts,9.71,2,73,71,41.97803062,-87.66856492,-45.69053429,restaurant
Gadabout,9.42,3,68,153,41.97803062,-87.66856492,-45.69053429,restaurant
Calo Ristorante,9.85,2,87,155,41.97803062,-87.66856492,-45.69053429,restaurant
Big Jones,9.65,2,84,166,41.97803062,-87.66856492,-45.69053429,restaurant
Simon's Tavern,9.84,2,81,167,41.97803062,-87.66856492,-45.69053429,restaurant
Polygon Cafe,9.42,2,79,183,41.97803062,-87.66856492,-45.69053429,restaurant
McDonald's,9.89,1,44,60,41.721787,-87.624939,-45.903152,restaurant
JJ Sausage Maxwell Street,9.1,1,,69,41.721787,-87.624939,-45.903152,restaurant
Sherniques Eggs On the Run,4.97,,,258,41.721787,-87.624939,-45.903152,restaurant
Beggar's pizza,5.71,1,,337,41.721787,-87.624939,-45.903152,restaurant
Mantre' Soul Caribbean,,,,352,41.721787,-87.624939,-45.903152,restaurant
KFC National Management Company,9.16,1,60,392,41.721787,-87.624939,-45.903152,restaurant
Rally's,,,,400,41.721787,-87.624939,-45.903152,restaurant
Checkers,9.72,1,65,404,41.721787,-87.624939,-45.903152,restaurant
Burger King,9.81,1,57,405,41.721787,-87.624939,-45.903152,restaurant
Park Island Jerk Chicken,9.46,2,,588,41.721787,-87.624939,-45.903152,restaurant
Real Deal,,,,100,41.7787905,-87.6885894,-45.9097989,restaurant
Ray's Island Grill,8.88,1,,146,41.7787905,-87.6885894,-45.9097989,restaurant
Garifuna Flava,9.45,2,89,151,41.7787905,-87.6885894,-45.9097989,restaurant
Best Steak Hoagy,3.67,1,,201,41.7787905,-87.6885894,-45.9097989,restaurant
Yum Brands,,,,298,41.7787905,-87.6885894,-45.9097989,restaurant
Subs and Ice Cream,,,,342,41.7787905,-87.6885894,-45.9097989,restaurant
Quesadillas Y Huaraches,,,,354,41.7787905,-87.6885894,-45.9097989,restaurant
Jamaican Jerk,,,,413,41.7787905,-87.6885894,-45.9097989,restaurant
Wing Hung Chop Suey Restaurant,7.5,1,,422,41.7787905,-87.6885894,-45.9097989,restaurant
china Dragon,,,,434,41.7787905,-87.6885894,-45.9097989,restaurant
Daddy O Jerkpit,1.47,2,,85,41.758739,-87.605769,-45.84703,restaurant
Papa Philly & Fish,9.19,2,,97,41.758739,-87.605769,-45.84703,restaurant
Firehouse Bakery and Grill,,,,110,41.758739,-87.605769,-45.84703,restaurant
Flammin Restaurant,9.68,2,,236,41.758739,-87.605769,-45.84703,restaurant
Shirley's Soul Food and Catering,2.32,1,,245,41.758739,-87.605769,-45.84703,restaurant
Murphy's Lounge,9.67,2,,330,41.758739,-87.605769,-45.84703,restaurant
Marlon's Chicken & Fish,9.93,2,,351,41.758739,-87.605769,-45.84703,restaurant
Reynold's Lounge,9.93,3,80,363,41.758739,-87.605769,-45.84703,restaurant
M & J Chicken & Fish,4.15,,,368,41.758739,-87.605769,-45.84703,restaurant
J&J Fish & Chicken,9.4,1,,722,41.758739,-87.605769,-45.84703,restaurant
Chicago Bagel Authority,9.68,2,85,48,41.917805,-87.653449,-45.735644,restaurant
Armitage Alehouse,9.78,,86,61,41.917805,-87.653449,-45.735644,restaurant
Kincade's,9.77,1,64,61,41.917805,-87.653449,-45.735644,restaurant
Butcher & The Burger,9.66,2,89,73,41.917805,-87.653449,-45.735644,restaurant
Sai Cafe,9.57,2,86,75,41.917805,-87.653449,-45.735644,restaurant
Annette's Homemade Italian Ice,9.7,1,91,106,41.917805,-87.653449,-45.735644,restaurant
Tarantino's,9.56,3,87,205,41.917805,-87.653449,-45.735644,restaurant
La Colombe Coffee Roasters,9.71,1,85,211,41.917805,-87.653449,-45.735644,restaurant
Deadeye Dawgs,,,,279,41.917805,-87.653449,-45.735644,restaurant
Protein Bar,9.7,2,79,334,41.917805,-87.653449,-45.735644,restaurant
La Pharmacie,9.55,2,,227,41.98404412,-87.65228122,-45.66823711,restaurant
Edgewater Beach Cafe,9.52,1,,249,41.98404412,-87.65228122,-45.66823711,restaurant
Hollywood Deli,9.68,1,,343,41.98404412,-87.65228122,-45.66823711,restaurant
Zanzibar,8.99,1,74,389,41.98404412,-87.65228122,-45.66823711,restaurant
Shaw's Crab House,,,,444,41.98404412,-87.65228122,-45.66823711,restaurant
Le Cafe,,,,444,41.98404412,-87.65228122,-45.66823711,restaurant
Mon Ami Gabi,,,,446,41.98404412,-87.65228122,-45.66823711,restaurant
Lettuce Entertain You Ent,8.86,,,451,41.98404412,-87.65228122,-45.66823711,restaurant
Edgewater Mexican Cafe,9.46,1,,460,41.98404412,-87.65228122,-45.66823711,restaurant
Tina's Italian Ice,8.4,1,,466,41.98404412,-87.65228122,-45.66823711,restaurant
Baltimore Food & Deli,9.75,1,,55,41.653444,-87.547004,-45.89356,restaurant
China Garden,9.2,1,,80,41.653444,-87.547004,-45.89356,restaurant
Los Cantaritos,9.25,1,,117,41.653444,-87.547004,-45.89356,restaurant
Doreen's Pizzeria,9.78,1,73,216,41.653444,-87.547004,-45.89356,restaurant
Steve's Lounge,9.79,3,67,353,41.653444,-87.547004,-45.89356,restaurant
Pudgy's Pizza & Sandwiches,9.86,1,,375,41.653444,-87.547004,-45.89356,restaurant
Old Time Tap,9.8,2,,384,41.653444,-87.547004,-45.89356,restaurant
Sun-D-Wich,9.36,1,,467,41.653444,-87.547004,-45.89356,restaurant
Chicago Pita Kitchen,9.88,2,88,607,41.653444,-87.547004,-45.89356,restaurant
The Green Olive,9.89,2,62,790,41.653444,-87.547004,-45.89356,restaurant
Subway,7.82,1,65,5,41.69696,-87.59829,-45.90133,restaurant
Culver's,9.93,1,76,481,41.69696,-87.59829,-45.90133,restaurant
Kelloggs Chicago Snack Bakeries,,,,520,41.69696,-87.59829,-45.90133,restaurant
Kellogg Co.,,,,563,41.69696,-87.59829,-45.90133,restaurant
Potbelly,9.89,1,,575,41.69696,-87.59829,-45.90133,restaurant
Richards Sper Prmium Ice Cream,9.54,1,,704,41.69696,-87.59829,-45.90133,restaurant
The Pier at Harborside,,,,866,41.69696,-87.59829,-45.90133,restaurant
Mel's Place,,,,160,41.902393,-87.733598,-45.831205,restaurant
Elliots Augusta Pizza & Grill,9.94,1,79,438,41.902393,-87.733598,-45.831205,restaurant
The Goddess Restaurant Group,,,,528,41.902393,-87.733598,-45.831205,restaurant
Tacos De Chivo,,,,561,41.902393,-87.733598,-45.831205,restaurant
La Cocina de Alicia,,,,579,41.902393,-87.733598,-45.831205,restaurant
El Sitio,9.53,2,69,661,41.902393,-87.733598,-45.831205,restaurant
Original Jimmy's Red Hots,9.96,1,84,731,41.902393,-87.733598,-45.831205,restaurant
Grand Sunny Submarine,9.36,1,,767,41.902393,-87.733598,-45.831205,restaurant
Chilo Y Chela Restaurant,9.82,1,80,809,41.902393,-87.733598,-45.831205,restaurant
Bravo Tavern,9.29,2,,844,41.902393,-87.733598,-45.831205,restaurant
Gorditas Santiago,9.41,1,,4,41.778582,-87.718925,-45.940343,restaurant
La Quebrada Restaurant,9.5,2,,47,41.778582,-87.718925,-45.940343,restaurant
Giornos Pizza,5.87,1,,47,41.778582,-87.718925,-45.940343,restaurant
Rosas Tamales,,,,52,41.778582,-87.718925,-45.940343,restaurant
Palermo's of 63rd Pizza and Restaurant,7.53,1,,117,41.778582,-87.718925,-45.940343,restaurant
Palermo's Restaurant · Palermo Stella Del Mar,9.43,1,76,118,41.778582,-87.718925,-45.940343,restaurant
Caballo Local Saloon,,,,142,41.778582,-87.718925,-45.940343,restaurant
El Faro Restaurant,7.07,,,215,41.778582,-87.718925,-45.940343,restaurant
Indio 2,9.35,1,68,220,41.778582,-87.718925,-45.940343,restaurant
Cholie's Pizza,9.8,1,,252,41.778582,-87.718925,-45.940343,restaurant
Innjoy,9.78,2,62,75,41.903266,-87.678435,-45.775169,restaurant
Fatpour Tap Works,9.76,2,76,79,41.903266,-87.678435,-45.775169,restaurant
Rainbo Club,9.73,1,80,105,41.903266,-87.678435,-45.775169,restaurant
Folklore,9.67,2,84,116,41.903266,-87.678435,-45.775169,restaurant
Joe's Wine Cellar,9.37,2,90,138,41.903266,-87.678435,-45.775169,restaurant
The Perch,9.82,2,69,179,41.903266,-87.678435,-45.775169,restaurant
Queen Mary Tavern,9.72,3,94,190,41.903266,-87.678435,-45.775169,restaurant
Via Carducci La Sorella,9.62,2,87,195,41.903266,-87.678435,-45.775169,restaurant
Craft Pizza,9.55,1,78,201,41.903266,-87.678435,-45.775169,restaurant
Milk & Honey Cafe,9.67,1,80,222,41.903266,-87.678435,-45.775169,restaurant
Taco Pros,9.52,1,,26,41.895769,-87.67722,-45.781451,restaurant
McDonald's,9.98,1,54,33,41.895769,-87.67722,-45.781451,restaurant
Lao Peng You,9.69,1,88,51,41.895769,-87.67722,-45.781451,restaurant
Odge's,9.62,1,73,76,41.895769,-87.67722,-45.781451,restaurant
Cleos,9.86,2,80,98,41.895769,-87.67722,-45.781451,restaurant
Dante's Pizzeria,9.76,1,,101,41.895769,-87.67722,-45.781451,restaurant
West Town Bakery & Diner,9.54,2,78,146,41.895769,-87.67722,-45.781451,restaurant
Black Dog Gelato,9.7,1,91,219,41.895769,-87.67722,-45.781451,restaurant
Parson's Chicken & Fish - West Town,9.7,1,,238,41.895769,-87.67722,-45.781451,restaurant
All Together Now,9.48,2,92,264,41.895769,-87.67722,-45.781451,restaurant
Louisiana Famous Fried Chicken,,,,185,41.774074,-87.663815,-45.889741,restaurant
McDonald's,9.93,1,46,435,41.774074,-87.663815,-45.889741,restaurant
Harold's Chicken Shack,3.02,1,,556,41.774074,-87.663815,-45.889741,restaurant
Checkers,9.64,1,61,576,41.774074,-87.663815,-45.889741,restaurant
Rally's,,,,584,41.774074,-87.663815,-45.889741,restaurant
Fat Albert's,5.9,1,,586,41.774074,-87.663815,-45.889741,restaurant
King Kong Chinese Food,8.04,1,,596,41.774074,-87.663815,-45.889741,restaurant
Subway,9.36,1,70,647,41.774074,-87.663815,-45.889741,restaurant
Harry's Grill,,,,670,41.774074,-87.663815,-45.889741,restaurant
Mesa Urbana Mexican Fusion,9.74,1,,94,41.918306,-87.636282,-45.717976,restaurant
Sai MAI Thai Restaurant,9.07,1,70,131,41.918306,-87.636282,-45.717976,restaurant
Ranalli's Lincoln Park,9.9,2,85,133,41.918306,-87.636282,-45.717976,restaurant
Evette’s,9.67,1,81,176,41.918306,-87.636282,-45.717976,restaurant
RJ Grunts,9.85,2,77,202,41.918306,-87.636282,-45.717976,restaurant
Cafe Brauer,9.82,1,76,223,41.918306,-87.636282,-45.717976,restaurant
Angry Octopus,9.51,1,,235,41.918306,-87.636282,-45.717976,restaurant
Chicago Pizza & Oven Grinder,9.83,2,88,286,41.918306,-87.636282,-45.717976,restaurant
Gemini Chicago,9.77,,80,439,41.918306,-87.636282,-45.717976,restaurant
Marge's Still,9.61,2,79,452,41.918306,-87.636282,-45.717976,restaurant
Intelligentsia Coffee,9.76,2,86,19,41.90345,-87.667747,-45.764297,restaurant
Wendy's,9.98,1,63,71,41.90345,-87.667747,-45.764297,restaurant
Iron Age Chicago,9.83,2,,179,41.90345,-87.667747,-45.764297,restaurant
Bangers & Lace,9.81,2,85,211,41.90345,-87.667747,-45.764297,restaurant
Seadog Sushi Bar,9.71,2,85,213,41.90345,-87.667747,-45.764297,restaurant
Black Bull,9.49,2,77,253,41.90345,-87.667747,-45.764297,restaurant
El Barco,9.77,2,85,305,41.90345,-87.667747,-45.764297,restaurant
The Coach House,9.44,2,,325,41.90345,-87.667747,-45.764297,restaurant
Wazwan,9.57,2,,325,41.90345,-87.667747,-45.764297,restaurant
Tortello,9.57,2,77,340,41.90345,-87.667747,-45.764297,restaurant
Gold Post Lounge,,,,164,41.766863,-87.611467,-45.844604,restaurant
Kingfish Shrimp And Se,9.67,2,,307,41.766863,-87.611467,-45.844604,restaurant
Inn,9.67,2,,317,41.766863,-87.611467,-45.844604,restaurant
Roy's Soul Food,8.93,1,,333,41.766863,-87.611467,-45.844604,restaurant
Sunny Submarine,9.97,1,,362,41.766863,-87.611467,-45.844604,restaurant
Sammy Submarine,,,,363,41.766863,-87.611467,-45.844604,restaurant
Grand Pa S Barbeque,,,,532,41.766863,-87.611467,-45.844604,restaurant
Wings Greens and Things,,,,552,41.766863,-87.611467,-45.844604,restaurant
J&J Fish & Chicken,9.4,1,,561,41.766863,-87.611467,-45.844604,restaurant
D D & S Bar-B-Que,9.89,2,,573,41.766863,-87.611467,-45.844604,restaurant
Corcoran's Grill & Pub,9.91,2,72,84,41.912133,-87.634656,-45.722523,restaurant
Chipotle Mexican Grill,9.54,1,66,88,41.912133,-87.634656,-45.722523,restaurant
McDonald's,9.88,1,54,126,41.912133,-87.634656,-45.722523,restaurant
Old Town Ale House,9.8,1,82,141,41.912133,-87.634656,-45.722523,restaurant
Utopian Tailgate,9.88,2,81,146,41.912133,-87.634656,-45.722523,restaurant
The Second City e.t.c.,,,,149,41.912133,-87.634656,-45.722523,restaurant
Gussie's Handmade Italian,9.62,2,,157,41.912133,-87.634656,-45.722523,restaurant
La Fournette Bakery & Café,9.67,2,84,176,41.912133,-87.634656,-45.722523,restaurant
Peking Chinese Food,9.17,2,56,186,41.912133,-87.634656,-45.722523,restaurant
Woodie's Flat,9.83,2,78,218,41.912133,-87.634656,-45.722523,restaurant
Le Sud,9.69,3,82,125,41.943034,-87.687288,-45.744254,restaurant
Dip and Sip Donuts,9.56,1,,146,41.943034,-87.687288,-45.744254,restaurant
Chipotle Mexican Grill,9.88,1,78,224,41.943034,-87.687288,-45.744254,restaurant
Blue Light,9.83,2,75,236,41.943034,-87.687288,-45.744254,restaurant
Silver Plate Asian Cuisine,5.68,2,,242,41.943034,-87.687288,-45.744254,restaurant
Joy Yee Noodles,9.69,2,,242,41.943034,-87.687288,-45.744254,restaurant
Silver Plate,,,,243,41.943034,-87.687288,-45.744254,restaurant
New China 2,9.56,2,,318,41.943034,-87.687288,-45.744254,restaurant
Pi-Hi Cafe,8.98,1,71,339,41.943034,-87.687288,-45.744254,restaurant
Turquoise Restaurant & Cafe,9.4,2,83,379,41.943034,-87.687288,-45.744254,restaurant
Tryzub Ukrainian Kitchen,9.61,2,90,21,41.895501,-87.682017,-45.786516,restaurant
Tuman's Tap and Grill,9.61,1,79,28,41.895501,-87.682017,-45.786516,restaurant
Ann's Bakery,9.73,1,72,43,41.895501,-87.682017,-45.786516,restaurant
All Together Now,9.48,2,92,135,41.895501,-87.682017,-45.786516,restaurant
Parson's Chicken & Fish - West Town,9.7,1,,166,41.895501,-87.682017,-45.786516,restaurant
Mr. Brown's Lounge,9.47,2,83,200,41.895501,-87.682017,-45.786516,restaurant
Bacci Pizzeria,9.62,1,56,335,41.895501,-87.682017,-45.786516,restaurant
Burger King,9.84,1,50,348,41.895501,-87.682017,-45.786516,restaurant
Lao Peng You,9.69,1,88,357,41.895501,-87.682017,-45.786516,restaurant
McDonald's,9.98,1,54,371,41.895501,-87.682017,-45.786516,restaurant
UMAI Japanese Kitchen & Sushi,9.72,2,87,238,41.87273154,-87.63351649,-45.76078495,restaurant
Sociale Chicago,9.57,3,70,241,41.87273154,-87.63351649,-45.76078495,restaurant
Cafe Press,9.58,1,69,241,41.87273154,-87.63351649,-45.76078495,restaurant
First Draft,9.84,1,82,251,41.87273154,-87.63351649,-45.76078495,restaurant
Paisans Pizza,9.82,1,,252,41.87273154,-87.63351649,-45.76078495,restaurant
Half Sour,9.84,2,81,258,41.87273154,-87.63351649,-45.76078495,restaurant
Roots Handmade Pizza - South Loop,9.87,1,83,343,41.87273154,-87.63351649,-45.76078495,restaurant
Kasey's Tavern,9.91,1,88,356,41.87273154,-87.63351649,-45.76078495,restaurant
ShowPlace ICON at Roosevelt Collection,9.97,,85,362,41.87273154,-87.63351649,-45.76078495,restaurant
Bar Louie - Printers Row,9.8,2,71,389,41.87273154,-87.63351649,-45.76078495,restaurant
Park + Field,9.81,1,83,60,41.9248156,-87.71449506,-45.78967947,restaurant
Marcela's Restaurant,9.51,2,,64,41.9248156,-87.71449506,-45.78967947,restaurant
The Double: An Urban Tavern,9.61,1,76,81,41.9248156,-87.71449506,-45.78967947,restaurant
Jibarito's Y Mas,9.94,2,89,194,41.9248156,-87.71449506,-45.78967947,restaurant
Dena Kitchen,8.8,2,63,276,41.9248156,-87.71449506,-45.78967947,restaurant
Caribella,9.33,2,,288,41.9248156,-87.71449506,-45.78967947,restaurant
Wyler Road,9.72,1,91,312,41.9248156,-87.71449506,-45.78967947,restaurant
Big Tony's Pizza,4.09,1,66,326,41.9248156,-87.71449506,-45.78967947,restaurant
Cafe Neckbeard,,,,523,41.9248156,-87.71449506,-45.78967947,restaurant
Omarcitos,9.22,2,,619,41.9248156,-87.71449506,-45.78967947,restaurant
Tarantino's,9.56,3,87,87,41.918216,-87.656936,-45.73872,restaurant
Protein Bar,9.7,2,79,146,41.918216,-87.656936,-45.73872,restaurant
Fatso's Last Stand,9.64,1,77,184,41.918216,-87.656936,-45.73872,restaurant
Butcher & The Burger,9.66,2,89,221,41.918216,-87.656936,-45.73872,restaurant
Chipotle Mexican Grill,9.89,1,84,265,41.918216,-87.656936,-45.73872,restaurant
Armitage Alehouse,9.78,,86,275,41.918216,-87.656936,-45.73872,restaurant
Sai Cafe,9.57,2,86,297,41.918216,-87.656936,-45.73872,restaurant
Chicago Bagel Authority,9.68,2,85,322,41.918216,-87.656936,-45.73872,restaurant
Kincade's,9.77,1,64,332,41.918216,-87.656936,-45.73872,restaurant
Annette's Homemade Italian Ice,9.7,1,91,380,41.918216,-87.656936,-45.73872,restaurant
Harold's Chicken Shack,9.63,1,,72,41.794853,-87.618691,-45.823838,restaurant
Dozzy's Grill,,,,76,41.794853,-87.618691,-45.823838,restaurant
Odyssey II,,,,153,41.794853,-87.618691,-45.823838,restaurant
Miss Lee Good Food,9.54,1,76,154,41.794853,-87.618691,-45.823838,restaurant
The Park Supper Club,9.92,2,,344,41.794853,-87.618691,-45.823838,restaurant
McDonald's,9.98,1,49,352,41.794853,-87.618691,-45.823838,restaurant
Dylan's Steak & Hoagie,7.06,,,412,41.794853,-87.618691,-45.823838,restaurant
Burger King,9.4,1,54,543,41.794853,-87.618691,-45.823838,restaurant
Evelyn's Food Love,2.11,2,,619,41.794853,-87.618691,-45.823838,restaurant
Chi Burger Babi,,,,64,41.709948,-87.535365,-45.825417,restaurant
Tacos Castillo,9.05,1,,180,41.709948,-87.535365,-45.825417,restaurant
Route 66 Pizza,3.5,1,,231,41.709948,-87.535365,-45.825417,restaurant
Pucci's Restaurant & Pizzeria,9.67,1,,241,41.709948,-87.535365,-45.825417,restaurant
Under The Bridge Art Studio,,,,262,41.709948,-87.535365,-45.825417,restaurant
Ceviche Cantina,,,,437,41.709948,-87.535365,-45.825417,restaurant
La Florencia Bakery,9.51,1,,500,41.709948,-87.535365,-45.825417,restaurant
Las Mojarras Restauran,9.29,3,69,501,41.709948,-87.535365,-45.825417,restaurant
Avy's Pizza,9.59,1,,594,41.709948,-87.535365,-45.825417,restaurant
Birrieria Don Luis,,,,800,41.709948,-87.535365,-45.825417,restaurant
Tao Chicago Restaurant,9.97,2,83,87,41.893992,-87.629318,-45.735326,restaurant
Chicago Chop House,9.77,4,83,108,41.893992,-87.629318,-45.735326,restaurant
Quartino,9.96,2,88,117,41.893992,-87.629318,-45.735326,restaurant
The Kerryman,9.92,2,70,140,41.893992,-87.629318,-45.735326,restaurant
Portillo's Hot Dogs,10,1,90,184,41.893992,-87.629318,-45.735326,restaurant
Tzuco,9.93,1,89,184,41.893992,-87.629318,-45.735326,restaurant
Etta,9.91,2,87,193,41.893992,-87.629318,-45.735326,restaurant
McDonald's,9.99,1,61,212,41.893992,-87.629318,-45.735326,restaurant
Steak 48,9.9,4,89,238,41.893992,-87.629318,-45.735326,restaurant
Fogo De Chao,9.88,4,86,249,41.893992,-87.629318,-45.735326,restaurant
Kitchen + Kocktails,9.94,2,,102,41.890173,-87.626185,-45.736012,restaurant
Andy's Jazz Club,9.87,,85,104,41.890173,-87.626185,-45.736012,restaurant
Lou Malnati's Pizzeria,9.98,1,84,117,41.890173,-87.626185,-45.736012,restaurant
The Purple Pig,9.92,2,90,118,41.890173,-87.626185,-45.736012,restaurant
The Terrace at Trump,9.97,3,78,142,41.890173,-87.626185,-45.736012,restaurant
Rossi's Liquors,9.96,1,81,161,41.890173,-87.626185,-45.736012,restaurant
Snicker's,9.96,2,68,173,41.890173,-87.626185,-45.736012,restaurant
Mother Hubbard's Sports Pub,9.95,1,65,174,41.890173,-87.626185,-45.736012,restaurant
Ghirardelli Ice Cream and Chocolate Shop,9.98,,94,184,41.890173,-87.626185,-45.736012,restaurant
Radio Room,9.95,2,,188,41.890173,-87.626185,-45.736012,restaurant
Jaiyen Sushi & Noodle,9.53,2,78,395,41.938689,-87.692972,-45.754283,restaurant
Carniceria Guanajuato,9.89,,74,408,41.938689,-87.692972,-45.754283,restaurant
Tasty Chinese Food,,,,426,41.938689,-87.692972,-45.754283,restaurant
Silver Plate,,,,434,41.938689,-87.692972,-45.754283,restaurant
Silver Plate Asian Cuisine,5.68,2,,442,41.938689,-87.692972,-45.754283,restaurant
Chipotle Mexican Grill,9.88,1,78,455,41.938689,-87.692972,-45.754283,restaurant
Carniceria La Zacatecana,9.76,1,75,466,41.938689,-87.692972,-45.754283,restaurant
Blue Light,9.83,2,75,492,41.938689,-87.692972,-45.754283,restaurant
Ludlow Liquors,9.65,2,87,509,41.938689,-87.692972,-45.754283,restaurant
Burger King,9.86,1,61,524,41.938689,-87.692972,-45.754283,restaurant
Cafeteria Marianao II,9.6,2,66,191,41.9166701,-87.7494873,-45.8328172,restaurant
Las Delicias De Puerto Rico,9.66,2,,200,41.9166701,-87.7494873,-45.8328172,restaurant
Star Lite Cafe,8.81,1,,202,41.9166701,-87.7494873,-45.8328172,restaurant
Minna's Restaurant,9.81,2,,251,41.9166701,-87.7494873,-45.8328172,restaurant
United Grill,9.15,1,63,263,41.9166701,-87.7494873,-45.8328172,restaurant
Herraduras Restaurant,,,,265,41.9166701,-87.7494873,-45.8328172,restaurant
Golden Bun,,,,291,41.9166701,-87.7494873,-45.8328172,restaurant
Happy Cracovia Lounge,6.2,3,,327,41.9166701,-87.7494873,-45.8328172,restaurant
Las Islas Marias,9.63,2,,431,41.9166701,-87.7494873,-45.8328172,restaurant
La Birrieria Restaurant,9.49,1,,516,41.9166701,-87.7494873,-45.8328172,restaurant
