name,popularity,price,rating,distance,latitude,longitude,ll,poiCat
La Michacana Favorita,,,,638,41.773551,-87.722805,-45.949254,iceCream
Baskin-Robbins,9.24,1,67,716,41.773551,-87.722805,-45.949254,iceCream
Los Pekes Ice Cream & Coffee Shop,,,,779,41.773551,-87.722805,-45.949254,iceCream
Baskin-Robbins,,,,741,41.6881169,-87.5365497,-45.8484328,iceCream
La Michoacana,8.95,1,,553,41.92459,-87.72785,-45.80326,iceCream
D'Fruta La Vida,9.54,1,78,568,41.92459,-87.72785,-45.80326,iceCream
Cafe Internet Latino,9.43,1,,801,41.92459,-87.72785,-45.80326,iceCream
Angie’s Italian Ice,,,,839,41.92459,-87.72785,-45.80326,iceCream
Paleteria Leon,,,,993,41.92459,-87.72785,-45.80326,iceCream
Oak Ice Cream Distributors,4.23,1,,626,41.894887,-87.774704,-45.879817,iceCream
La Michoacana USA,,,,185,41.808227,-87.67718,-45.868953,iceCream
Ayutla,,,,639,41.808227,-87.67718,-45.868953,iceCream
Paleteria Ayutla,1.11,,,655,41.808227,-87.67718,-45.868953,iceCream
Lindo Michoacan Paleteria,9.88,1,80,696,41.808227,-87.67718,-45.868953,iceCream
Paleteria El Sabor De Michoacan,9.67,1,,790,41.808227,-87.67718,-45.868953,iceCream
Baskin-Robbins,,,,806,41.808227,-87.67718,-45.868953,iceCream
Freshens,,,,311,41.688872,-87.620879,-45.932007,iceCream
Baskin-Robbins,8.92,1,66,557,41.867491,-87.63219,-45.764699,iceCream
Gordo's,,,,651,41.867491,-87.63219,-45.764699,iceCream
Lindo Michoacan Paleteria,9.88,1,80,369,41.810537,-87.665404,-45.854867,iceCream
Baskin-Robbins,6.6,1,67,574,41.810537,-87.665404,-45.854867,iceCream
La Michoacana USA,,,,827,41.810537,-87.665404,-45.854867,iceCream
Paleteria Bambi,,,,956,41.810537,-87.665404,-45.854867,iceCream
Menchie's Frozen Yogurt,,,,493,41.92105673,-87.67279744,-45.75174071,iceCream
Menchie's,9.3,1,79,588,41.92105673,-87.67279744,-45.75174071,iceCream
Mindy's Hot Chocolate,8.63,3,83,903,41.92105673,-87.67279744,-45.75174071,iceCream
La Michoacana,,,,786,41.96115408,-87.71656907,-45.755415,iceCream
Paleteria Y Neveria,,,,802,41.96115408,-87.71656907,-45.755415,iceCream
Naranja Dulce,4.26,1,,804,41.96115408,-87.71656907,-45.755415,iceCream
Fruityland Ice Cream,9.6,1,67,806,41.96115408,-87.71656907,-45.755415,iceCream
Antojitos Majicos de la Michoacana,3.44,1,,829,41.96115408,-87.71656907,-45.755415,iceCream
La Rica Michoacana 2,9.31,1,,11.14394644,41.96115408,-87.71656907,-45.755415,iceCream
Kurimu,9.89,1,74,594,41.87464,-87.65703,-45.78239,iceCream
Scoops Ice Cream,2.75,1,,597,41.87464,-87.65703,-45.78239,iceCream
Marios Italian Ice,,,,615,41.87464,-87.65703,-45.78239,iceCream
Baskin-Robbins,,,,808,41.87464,-87.65703,-45.78239,iceCream
Cone Gourmet Ice Cream,9.77,2,88,814,41.87464,-87.65703,-45.78239,iceCream
Baskin-Robbins,,,,986,41.866554,-87.701329,-45.834775,iceCream
Baskin-Robbins,4.72,1,67,82,41.936083,-87.669807,-45.733724,iceCream
Scooter's Frozen Custard,9.63,1,91,413,41.936083,-87.669807,-45.733724,iceCream
Cold Stone Creamery,,,,537,41.936083,-87.669807,-45.733724,iceCream
Cameron's Delight,,,,647,41.936083,-87.669807,-45.733724,iceCream
Jeni's Splendid Ice Creams,9.79,1,93,962,41.936083,-87.669807,-45.733724,iceCream
Jeni’s Splendid Ice Creams,9.34,1,,421,41.9023087,-87.62769053,-45.72538183,iceCream
Amorino,9.45,1,86,480,41.9023087,-87.62769053,-45.72538183,iceCream
Café Crèmerie,8.8,1,,495,41.9023087,-87.62769053,-45.72538183,iceCream
Red Mango,9.14,1,62,574,41.9023087,-87.62769053,-45.72538183,iceCream
Amorino Gelato,,,,600,41.9023087,-87.62769053,-45.72538183,iceCream
Ghirardelli Ice Cream & Chocolate Shop,8.93,2,82,604,41.9023087,-87.62769053,-45.72538183,iceCream
Wonderoll,1.11,1,,624,41.9023087,-87.62769053,-45.72538183,iceCream
Insomnia Cookies-Old T,9.45,1,72,766,41.9023087,-87.62769053,-45.72538183,iceCream
Jeni's Splendid Ice Creams,9.62,1,90,855,41.9023087,-87.62769053,-45.72538183,iceCream
Kilwin's,9.79,1,74,26,41.87785,-87.62408,-45.74623,iceCream
Baskin-Robbins,5.01,1,67,260,41.87785,-87.62408,-45.74623,iceCream
Chicago DQ Grill & Chill,,,,271,41.87785,-87.62408,-45.74623,iceCream
Amorino,9.54,1,,337,41.87785,-87.62408,-45.74623,iceCream
Ms. B's Italian Ice,,,,412,41.87785,-87.62408,-45.74623,iceCream
Bobtail Ice Cream & Coffee Co.,7.97,1,,551,41.87785,-87.62408,-45.74623,iceCream
Bobtail Ice Cream Company,,,,602,41.87785,-87.62408,-45.74623,iceCream
Red Mango,7.12,1,65,625,41.87785,-87.62408,-45.74623,iceCream
Forever Yogurt Ventures,,,,253,41.889906,-87.634266,-45.74436,iceCream
Sweet Home Gelato,8.96,1,,337,41.889906,-87.634266,-45.74436,iceCream
Cold Stone Creamery,9.87,1,75,545,41.889906,-87.634266,-45.74436,iceCream
M Burger,9.01,1,73,601,41.889906,-87.634266,-45.74436,iceCream
Il Gelato,8.95,1,77,700,41.889906,-87.634266,-45.74436,iceCream
Baskin-Robbins,8.84,1,66,803,41.889906,-87.634266,-45.74436,iceCream
Magnolia Bakery,9.93,2,78,816,41.889906,-87.634266,-45.74436,iceCream
Frango Cafe,6.76,1,,822,41.889906,-87.634266,-45.74436,iceCream
Ghirardelli Ice Cream and Chocolate Shop,9.98,,94,823,41.889906,-87.634266,-45.74436,iceCream
TCBY,5.84,1,69,835,41.889906,-87.634266,-45.74436,iceCream
Cone Gourmet Ice Cream,9.77,2,88,357,41.884069,-87.656853,-45.772784,iceCream
Black Dog Gelato,9.52,1,,382,41.884069,-87.656853,-45.772784,iceCream
Jeni's Splendid Ice Creams,9.84,1,91,561,41.884069,-87.656853,-45.772784,iceCream
Baskin-Robbins,5.8,1,67,589,41.884069,-87.656853,-45.772784,iceCream
BomboBar,9.68,1,82,661,41.884069,-87.656853,-45.772784,iceCream
Diana's Bananas,,,,953,41.884069,-87.656853,-45.772784,iceCream
Tropicana,9.75,1,,595,41.790565,-87.710992,-45.920427,iceCream
Betty's Ice Cream,9.76,1,,758,41.790565,-87.710992,-45.920427,iceCream
Los Mangos,9.65,1,,862,41.790565,-87.710992,-45.920427,iceCream
Big Al's,9.04,1,,872,41.790565,-87.710992,-45.920427,iceCream
Baskin-Robbins,8.73,1,67,882,41.790565,-87.710992,-45.920427,iceCream
Razpachos,9.2,1,75,979,41.790565,-87.710992,-45.920427,iceCream
Ten Cafe,9.34,,,746,41.946655,-87.683359,-45.736704,iceCream
Ice Q,8.57,1,,750,41.946655,-87.683359,-45.736704,iceCream
Baskin-Robbins,6.91,1,66,839,41.946655,-87.683359,-45.736704,iceCream
Paleteria Poncho,5.6,1,,666,41.8442315,-87.7321534,-45.8879219,iceCream
Kafecito,2.37,1,,744,41.8442315,-87.7321534,-45.8879219,iceCream
Los Mangos,,,,860,41.8442315,-87.7321534,-45.8879219,iceCream
Paleteria Poncho's,,,,964,41.8442315,-87.7321534,-45.8879219,iceCream
Panchos Ice Cream,9.79,1,,973,41.8442315,-87.7321534,-45.8879219,iceCream
Las Tres Campanitas,9.38,1,,11.14394644,41.8442315,-87.7321534,-45.8879219,iceCream
Paleteria Arco Iris,1.7,1,,256,41.939638,-87.705263,-45.765625,iceCream
Fruit Paradise,8.22,1,,460,41.939638,-87.705263,-45.765625,iceCream
Baskin-Robbins,3.08,1,67,910,41.939638,-87.705263,-45.765625,iceCream
Paleteria y Neveria El Tamarindo Loco,,,,978,41.94651,-87.735721,-45.789211,iceCream
Erie street ice cream,,,,676,41.894556,-87.653449,-45.758893,iceCream
Black Dog Gelato,9.52,1,,992,41.894556,-87.653449,-45.758893,iceCream
Churned Ice Cream,,,,262,41.809085,-87.627384,-45.818299,iceCream
Ruth And Phils Gourmet Ice Cream,8.67,1,,616,41.89841769,-87.68659602,-45.78817833,iceCream
Rotating Market,8.84,1,,727,41.89841769,-87.68659602,-45.78817833,iceCream
Black Dog Gelato,9.7,1,91,794,41.89841769,-87.68659602,-45.78817833,iceCream
Spinning J Bakery and Soda Fountain,9.39,1,91,857,41.89841769,-87.68659602,-45.78817833,iceCream
Caffe Gelato,8.85,1,85,864,41.89841769,-87.68659602,-45.78817833,iceCream
Thundercone Ice Cream,1.94,1,,886,41.89841769,-87.68659602,-45.78817833,iceCream
Snow Dragon Shavery,3.26,1,70,74,41.929546,-87.643118,-45.713572,iceCream
Taiyaki Chicago,9.42,1,,289,41.929546,-87.643118,-45.713572,iceCream
Cameron's Delight Ice Cream,,,,406,41.929546,-87.643118,-45.713572,iceCream
Baskin-Robbins,,,,554,41.929546,-87.643118,-45.713572,iceCream
Cold Stone Creamery,9.42,2,,670,41.929546,-87.643118,-45.713572,iceCream
Pretty Cool Ice Cream,9.45,1,,733,41.929546,-87.643118,-45.713572,iceCream
Insomnia Cookies,9.5,1,83,737,41.929546,-87.643118,-45.713572,iceCream
Bobtail Soda Fountain,,,,737,41.929546,-87.643118,-45.713572,iceCream
Soupbox,9.14,1,85,742,41.929546,-87.643118,-45.713572,iceCream
Homemade Bobtail Ice Cream,,,,743,41.929546,-87.643118,-45.713572,iceCream
La Michoncana,,,,195,41.84265,-87.70401,-45.86136,iceCream
Roldans,,,,202,41.84265,-87.70401,-45.86136,iceCream
Baskin-Robbins,9.18,1,67,224,41.84265,-87.70401,-45.86136,iceCream
Yogolandia Yogurt & Botana Bar,9.1,1,,321,41.84265,-87.70401,-45.86136,iceCream
Los Vasos Lokos,8.96,1,,565,41.84265,-87.70401,-45.86136,iceCream
Snackies Cafe,,,,651,41.84265,-87.70401,-45.86136,iceCream
Azucar,9.9,1,83,953,41.84265,-87.70401,-45.86136,iceCream
Paleteria Juarez,,,,961,41.84265,-87.70401,-45.86136,iceCream
Baskin-Robbins,,,,210,41.86649,-87.710786,-45.844296,iceCream
La Michoacana Armitage,9.72,1,,68,41.917211,-87.736136,-45.818925,iceCream
Angie’s Italian Ice,,,,842,41.917211,-87.736136,-45.818925,iceCream
Real La Michoacana,,,,924,41.917211,-87.736136,-45.818925,iceCream
Jc’s Steak And Hoagie 69,,,,916,41.75927404,-87.67363429,-45.91436025,iceCream
La Michoacana USA,,,,61,41.808884,-87.67513,-45.866246,iceCream
Lindo Michoacan Paleteria,9.88,1,80,530,41.808884,-87.67513,-45.866246,iceCream
Ayutla,,,,796,41.808884,-87.67513,-45.866246,iceCream
Paleteria Ayutla,1.11,,,804,41.808884,-87.67513,-45.866246,iceCream
Paleteria El Sabor De Michoacan,9.67,1,,958,41.808884,-87.67513,-45.866246,iceCream
Baskin-Robbins,,,,975,41.808884,-87.67513,-45.866246,iceCream
Baskin-Robbins,,,,94,41.681136,-87.54029,-45.859154,iceCream
Thundercone Ice Cream,1.94,1,,214,41.901315,-87.677409,-45.776094,iceCream
Caffe Gelato,8.85,1,85,258,41.901315,-87.677409,-45.776094,iceCream
Black Dog Gelato,9.7,1,91,398,41.901315,-87.677409,-45.776094,iceCream
The Lifeway Kefir Shop,8.89,,78,521,41.901315,-87.677409,-45.776094,iceCream
VinnyD's,9.22,1,77,612,41.901315,-87.677409,-45.776094,iceCream
Kurimu,9.74,1,,735,41.901315,-87.677409,-45.776094,iceCream
Coco Rolled Ice Cream,9.17,1,,799,41.901315,-87.677409,-45.776094,iceCream
Jeni's Splendid Ice Creams,9.87,1,93,859,41.901315,-87.677409,-45.776094,iceCream
Baskin-Robbins,7.75,1,67,901,41.901315,-87.677409,-45.776094,iceCream
Insomnia Cookies,9.54,1,76,911,41.901315,-87.677409,-45.776094,iceCream
Black Dog Gelato,9.52,1,,751,41.891578,-87.648384,-45.756806,iceCream
BomboBar,9.68,1,82,766,41.891578,-87.648384,-45.756806,iceCream
Jeni's Splendid Ice Creams,9.84,1,91,800,41.891578,-87.648384,-45.756806,iceCream
Baskin-Robbins,8.84,1,66,859,41.891578,-87.648384,-45.756806,iceCream
Erie street ice cream,,,,543,41.89517271,-87.66754702,-45.7723743,iceCream
Coco Rolled Ice Cream,9.17,1,,739,41.89517271,-87.66754702,-45.7723743,iceCream
Black Dog Gelato,9.7,1,91,835,41.89517271,-87.66754702,-45.7723743,iceCream
VinnyD's,9.22,1,77,905,41.89517271,-87.66754702,-45.7723743,iceCream
Kurimu,9.74,1,,934,41.89517271,-87.66754702,-45.7723743,iceCream
The Lifeway Kefir Shop,8.89,,78,962,41.89517271,-87.66754702,-45.7723743,iceCream
Baskin-Robbins,6.78,1,,650,41.967968,-87.650001,-45.682033,iceCream
Uptown Underdawg,9.29,1,,765,41.967968,-87.650001,-45.682033,iceCream
Ice Station,4.69,1,,950,41.967968,-87.650001,-45.682033,iceCream
Cold Stone Creamery,,,,310,41.931931,-87.677856,-45.745925,iceCream
Menchie's,9.3,1,79,748,41.931931,-87.677856,-45.745925,iceCream
Menchie's Frozen Yogurt,,,,849,41.931931,-87.677856,-45.745925,iceCream
Baskin-Robbins,4.72,1,67,884,41.931931,-87.677856,-45.745925,iceCream
Baskin-Robbins,1.35,1,67,493,41.92398,-87.75195,-45.82797,iceCream
Paleteria Lindo Michoacan,5.37,1,77,499,41.92398,-87.75195,-45.82797,iceCream
TCBY,,,,769,41.92398,-87.75195,-45.82797,iceCream
Paleteria Alex,,,,829,41.92398,-87.75195,-45.82797,iceCream
La Michoacana,,,,844,41.92398,-87.75195,-45.82797,iceCream
La Autentica Michoacana,8.89,1,,897,41.92398,-87.75195,-45.82797,iceCream
Baskin-Robbins,9.18,1,67,270,41.8392528,-87.7020207,-45.8627679,iceCream
La Michoncana,,,,580,41.8392528,-87.7020207,-45.8627679,iceCream
Yogolandia Yogurt & Botana Bar,9.1,1,,708,41.8392528,-87.7020207,-45.8627679,iceCream
Los Vasos Lokos,8.96,1,,908,41.8392528,-87.7020207,-45.8627679,iceCream
Snackies Cafe,,,,974,41.8392528,-87.7020207,-45.8627679,iceCream
Cold Stone Creamery,,,,513,41.93588,-87.67842,-45.74254,iceCream
Baskin-Robbins,4.72,1,67,793,41.93588,-87.67842,-45.74254,iceCream
Forever Yogurt,9.06,1,90,819,41.93588,-87.67842,-45.74254,iceCream
Freezing Point,9.18,1,,889,41.93588,-87.67842,-45.74254,iceCream
La Plaza Paleteria 2,1.31,1,,824,41.961216,-87.722416,-45.7612,iceCream
Antojitos Majicos de la Michoacana,3.44,1,,921,41.961216,-87.722416,-45.7612,iceCream
Miko's Italian Ice,9.8,1,87,959,41.961216,-87.722416,-45.7612,iceCream
Baskin-Robbins,8.64,1,67,959,41.961216,-87.722416,-45.7612,iceCream
La Michoacana,,,,977,41.961216,-87.722416,-45.7612,iceCream
Paleteria Y Neveria,,,,995,41.961216,-87.722416,-45.7612,iceCream
La Rica Michoacana 2,9.31,1,,11.14394644,41.961216,-87.722416,-45.7612,iceCream
La Pilluelita de Michoacán,,,,383,41.778865,-87.703029,-45.924164,iceCream
Baskin-Robbins,8.73,1,67,711,41.778865,-87.703029,-45.924164,iceCream
Los Mangos,9.65,1,,759,41.778865,-87.703029,-45.924164,iceCream
Betty's Ice Cream,9.76,1,,842,41.778865,-87.703029,-45.924164,iceCream
Paleteria Alex,,,,423,41.9240754,-87.7568589,-45.8327835,iceCream
La Michoacana,,,,802,41.9240754,-87.7568589,-45.8327835,iceCream
TCBY,,,,856,41.9240754,-87.7568589,-45.8327835,iceCream
Baskin-Robbins,9.61,1,67,887,41.9240754,-87.7568589,-45.8327835,iceCream
La Michoacana Prime,,,,981,41.9240754,-87.7568589,-45.8327835,iceCream
Insomnia Cookies-Old T,9.45,1,72,559,41.904613,-87.640552,-45.735939,iceCream
Jeni's Splendid Ice Creams,9.62,1,90,630,41.904613,-87.640552,-45.735939,iceCream
Magnolia Bakery,9.93,2,78,52,41.88462107,-87.62783423,-45.74321316,iceCream
TCBY,5.84,1,69,87,41.88462107,-87.62783423,-45.74321316,iceCream
Frango Cafe,6.76,1,,89,41.88462107,-87.62783423,-45.74321316,iceCream
Mrs. Fields Cookies,8.94,1,59,126,41.88462107,-87.62783423,-45.74321316,iceCream
Baskin-Robbins,9.08,1,65,278,41.88462107,-87.62783423,-45.74321316,iceCream
Freshii,5.46,1,66,337,41.88462107,-87.62783423,-45.74321316,iceCream
Red Mango,7.12,1,65,417,41.88462107,-87.62783423,-45.74321316,iceCream
Amorino,9.54,1,,496,41.88462107,-87.62783423,-45.74321316,iceCream
Sweet Home Gelato,8.96,1,,504,41.88462107,-87.62783423,-45.74321316,iceCream
Baskin-Robbins,,,,781,41.7373356,-87.5485146,-45.811179,iceCream
The Original Rainbow Cone,9.94,1,93,523,41.721188,-87.678786,-45.957598,iceCream
Baskin-Robbins,8.38,1,67,728,41.721188,-87.678786,-45.957598,iceCream
Jimmy Jamm Sweet Potato Pies,9.4,1,85,780,41.721188,-87.678786,-45.957598,iceCream
Mrs Wright's Gourmet Popcorn,4.88,1,,875,41.721188,-87.678786,-45.957598,iceCream
Munchiez,9.08,1,,903,41.721188,-87.678786,-45.957598,iceCream
Baskin-Robbins,6.39,1,71,200,41.865234,-87.666507,-45.801273,iceCream
BomBon Cake Gallery,,,,813,41.865234,-87.666507,-45.801273,iceCream
Paleteria El Sabor,9.28,1,78,835,41.865234,-87.666507,-45.801273,iceCream
Sabores De Michoacán,9.33,1,,903,41.865234,-87.666507,-45.801273,iceCream
Scoops Ice Cream,2.75,1,,954,41.865234,-87.666507,-45.801273,iceCream
Kurimu,9.89,1,74,957,41.865234,-87.666507,-45.801273,iceCream
La Michoacana,9.92,1,89,11.14394644,41.865234,-87.666507,-45.801273,iceCream
Baskin-Robbins,2.05,1,68,389,41.8349,-87.61793,-45.78303,iceCream
Taurus Flavors,,,,500,41.8349,-87.61793,-45.78303,iceCream
Baskin-Robbins,8.72,1,67,443,41.974712,-87.697852,-45.72314,iceCream
Shelly's Tasty Freeze,8.76,1,,465,41.974712,-87.697852,-45.72314,iceCream
Lincoln Ice Cream Company,9.31,1,,733,41.974712,-87.697852,-45.72314,iceCream
Paleteria Reina de Sabores,9.19,1,,875,41.974712,-87.697852,-45.72314,iceCream
La Michoacana Premium,9.89,1,87,989,41.974712,-87.697852,-45.72314,iceCream
Tsaocaa,9.92,,80,389,41.8579886,-87.6319447,-45.7739561,iceCream
TeaPotBrew Bakery,,,,487,41.8579886,-87.6319447,-45.7739561,iceCream
Ice Max,9.13,1,72,659,41.8579886,-87.6319447,-45.7739561,iceCream
Yoberri Gourmet,5.34,1,,678,41.8579886,-87.6319447,-45.7739561,iceCream
Baskin-Robbins,,,,680,41.8579886,-87.6319447,-45.7739561,iceCream
Legend Tasty House,9.88,1,80,710,41.8579886,-87.6319447,-45.7739561,iceCream
Baskin-Robbins,8.64,1,67,760,41.96110802,-87.7289701,-45.76786208,iceCream
La Michoacana,,,,904,41.96110802,-87.7289701,-45.76786208,iceCream
La Plaza Paleteria 2,1.31,1,,923,41.96110802,-87.7289701,-45.76786208,iceCream
B & B Ice Cream and Candy,9.84,1,,780,41.750522,-87.657252,-45.90673,iceCream
Baskin-Robbins,9.01,1,60,715,41.736995,-87.603968,-45.866973,iceCream
Keebler Company Illinois Baking Division,7.38,1,,512,41.69782,-87.59779,-45.89997,iceCream
Baskin-Robbins,9.08,1,67,406,41.90965688,-87.71663195,-45.80697508,iceCream
Baskin-Robbins,8.84,1,66,578,41.88032963,-87.64274597,-45.76241634,iceCream
BomboBar,9.68,1,82,703,41.88032963,-87.64274597,-45.76241634,iceCream
Wonderoll,6.54,1,,746,41.88032963,-87.64274597,-45.76241634,iceCream
Jeni's Splendid Ice Creams,9.84,1,91,763,41.88032963,-87.64274597,-45.76241634,iceCream
Cone Gourmet Ice Cream,9.77,2,88,945,41.88032963,-87.64274597,-45.76241634,iceCream
Freshii,5.46,1,66,11.14394644,41.88032963,-87.64274597,-45.76241634,iceCream
Baskin-Robbins,6.6,1,67,211,41.813996,-87.666589,-45.852593,iceCream
Lindo Michoacan Paleteria,9.88,1,80,651,41.813996,-87.666589,-45.852593,iceCream
La Michoacana USA,,,,934,41.813996,-87.666589,-45.852593,iceCream
Baskin-Robbins,,,,583,41.90205,-87.75305,-45.851,iceCream
Beef Across The Street,,,,874,41.90205,-87.75305,-45.851,iceCream
La Michoacana,,,,387,41.691578,-87.705842,-46.014264,iceCream
Baskin-Robbins,7.14,1,67,640,41.94973,-87.7469526,-45.7972226,iceCream
La Flor De Michoacan,,,,909,41.94973,-87.7469526,-45.7972226,iceCream
Paleteria El Portillo,9.47,1,,807,41.74476,-87.558624,-45.813864,iceCream
The Crazy Greek Sheridan,,,,532,42.01058656,-87.66241209,-45.65182553,iceCream
Paleteria La Monarca,9.24,1,,955,42.01058656,-87.66241209,-45.65182553,iceCream
La Michoacana Don Chuy,,,,957,42.01058656,-87.66241209,-45.65182553,iceCream
Baskin-Robbins,9,1,68,295,41.870257,-87.639474,-45.769217,iceCream
Cold Stone Creamery,9.57,2,84,856,41.870257,-87.639474,-45.769217,iceCream
Wonderoll,6.54,1,,865,41.870257,-87.639474,-45.769217,iceCream
Gordo's,,,,918,41.870257,-87.639474,-45.769217,iceCream
Baskin-Robbins,8.73,1,67,737,41.779668,-87.707834,-45.928166,iceCream
Los Pekes Ice Cream & Coffee Shop,,,,758,41.779668,-87.707834,-45.928166,iceCream
Paleteraia Michoacana,,,,784,41.779668,-87.707834,-45.928166,iceCream
Los Mangos,9.65,1,,785,41.779668,-87.707834,-45.928166,iceCream
Paleteria La Michoacana1,,,,790,41.779668,-87.707834,-45.928166,iceCream
Betty's Ice Cream,9.76,1,,825,41.779668,-87.707834,-45.928166,iceCream
La Michoacana,8.95,1,,56,41.924319,-87.721446,-45.797127,iceCream
Bella's Italian Ice & Helado de Coco,9.21,1,,554,41.924319,-87.721446,-45.797127,iceCream
The Crazy Greek Sheridan,,,,535,42.00104378,-87.66119824,-45.66015446,iceCream
Gordo's,,,,723,42.00104378,-87.66119824,-45.66015446,iceCream
Banana Cream Ice Cream,,,,870,42.00104378,-87.66119824,-45.66015446,iceCream
Las Declicias De Michoacan,,,,921,42.00104378,-87.66119824,-45.66015446,iceCream
Lickity Split,9.8,1,94,931,42.00104378,-87.66119824,-45.66015446,iceCream
Paleteria Las Delicias De Michoacan Rogers Park,9.66,1,80,954,42.00104378,-87.66119824,-45.66015446,iceCream
Baskin-Robbins,8.89,1,67,964,42.00104378,-87.66119824,-45.66015446,iceCream
Paleteria y Neveria El Tamarindo Loco,,,,732,41.946264,-87.731023,-45.784759,iceCream
Ghirardelli Ice Cream and Chocolate Shop,9.98,,94,225,41.88937547,-87.62707651,-45.73770104,iceCream
Il Gelato,8.95,1,77,338,41.88937547,-87.62707651,-45.73770104,iceCream
Cold Stone Creamery,9.87,1,75,393,41.88937547,-87.62707651,-45.73770104,iceCream
M Burger,9.01,1,73,446,41.88937547,-87.62707651,-45.73770104,iceCream
TCBY,5.84,1,69,505,41.88937547,-87.62707651,-45.73770104,iceCream
Baskin-Robbins,9.07,1,64,532,41.88937547,-87.62707651,-45.73770104,iceCream
Mrs. Fields Cookies,8.94,1,59,541,41.88937547,-87.62707651,-45.73770104,iceCream
Sweet Home Gelato,8.96,1,,556,41.88937547,-87.62707651,-45.73770104,iceCream
Magnolia Bakery,9.93,2,78,582,41.88937547,-87.62707651,-45.73770104,iceCream
Frango Cafe,6.76,1,,614,41.88937547,-87.62707651,-45.73770104,iceCream
Paleteria Arco Iris,1.7,1,,775,41.939398,-87.711561,-45.772163,iceCream
Baskin-Robbins,3.08,1,67,820,41.939398,-87.711561,-45.772163,iceCream
Awan Enterprises,,,,891,41.939398,-87.711561,-45.772163,iceCream
Fruit Paradise,8.22,1,,980,41.939398,-87.711561,-45.772163,iceCream
Baskin-Robbins,9,1,68,445,41.87146652,-87.64094913,-45.76948261,iceCream
Wonderoll,6.54,1,,818,41.87146652,-87.64094913,-45.76948261,iceCream
Cold Stone Creamery,9.57,2,84,882,41.87146652,-87.64094913,-45.76948261,iceCream
Paleteria Juarez,,,,915,41.85936,-87.70302,-45.84366,iceCream
Aldo Castillo Gallery,,,,511,41.890762,-87.631697,-45.740935,museums
Neon And Light Museum,8.67,,,585,41.890762,-87.631697,-45.740935,museums
Peterlik USA Chicago,,,,602,41.890762,-87.631697,-45.740935,museums
Illinois State Museum Chicago Gallery,7.55,,,634,41.890762,-87.631697,-45.740935,museums
The Heart,7.68,,,643,41.890762,-87.631697,-45.740935,museums
Art Gallery,,,,649,41.890762,-87.631697,-45.740935,museums
Melanee Cooper Gallery,,,,671,41.890762,-87.631697,-45.740935,museums
The Arts Club of Chicago,9.66,,67,788,41.890762,-87.631697,-45.740935,museums
Chicago Design Museum,8.04,,77,817,41.890762,-87.631697,-45.740935,museums
National Museum of Health and Medicine Chicago,8.84,,,895,41.890762,-87.631697,-45.740935,museums
MCA Warehouse,8.62,,,904,41.88137,-87.67493,-45.79356,museums
Sector 2337,4.42,,,780,41.921525,-87.707322,-45.785797,museums
Sapere Art/Intuitive Works,,,,638,41.915983,-87.677335,-45.761352,museums
500 Clown,,,,277,41.97334764,-87.66785547,-45.69450783,museums
Institute of Puerto Rican Art & Culture,9.05,,,915,41.90282,-87.692397,-45.789577,museums
Ukrainian Institute of Modern Art,9.36,,78,967,41.90282,-87.692397,-45.789577,museums
MCA Warehouse,8.62,,,507,41.88592,-87.66717,-45.78125,museums
Arthur Rubloff Collection of Paperweights at Art Institute of Chicago,4.46,,,476,41.87935636,-87.62979104,-45.75043468,museums
National Museum of Health and Medicine Chicago,8.84,,,482,41.87935636,-87.62979104,-45.75043468,museums
Thorne Miniature Rooms,9.77,,86,505,41.87935636,-87.62979104,-45.75043468,museums
Chicago Design Museum,8.04,,77,517,41.87935636,-87.62979104,-45.75043468,museums
"Ryerson & Burnham Libraries, The Art Institute of Chicago",8.47,,,589,41.87935636,-87.62979104,-45.75043468,museums
DICKBUTT1 Gallery,1.7,,,621,41.87935636,-87.62979104,-45.75043468,museums
Art Gallery,,,,636,41.87935636,-87.62979104,-45.75043468,museums
Illinois State Museum Chicago Gallery,7.55,,,647,41.87935636,-87.62979104,-45.75043468,museums
Members' Lounge,8.66,,74,655,41.87935636,-87.62979104,-45.75043468,museums
Stock Exchange Trading Room,9.6,,63,727,41.87935636,-87.62979104,-45.75043468,museums
Museum Park Place,,,,717,41.856594,-87.627542,-45.770948,museums
Dali-Lamb Museum,2.1,,,763,41.88461619,-87.64457058,-45.7599544,museums
National Museum of Health and Medicine Chicago,8.84,,,949,41.88461619,-87.64457058,-45.7599544,museums
Museum Campus Bike Park Chicago,,,,955,41.88461619,-87.64457058,-45.7599544,museums
MCA Sculpture Garden,9.56,,,34,41.89694463,-87.62175769,-45.72481306,museums
Mca Theatre,,,,69,41.89694463,-87.62175769,-45.72481306,museums
The Da Vinci Machines Exhibition,,,,198,41.89694463,-87.62175769,-45.72481306,museums
Loyola University Museum of Art,8.81,,80,271,41.89694463,-87.62175769,-45.72481306,museums
The Heart,7.68,,,436,41.89694463,-87.62175769,-45.72481306,museums
The Arts Club of Chicago,9.66,,67,455,41.89694463,-87.62175769,-45.72481306,museums
Peterlik USA Chicago,,,,724,41.89694463,-87.62175769,-45.72481306,museums
National Museum of Health and Medicine Chicago,8.84,,,414,41.87943409,-87.63550401,-45.75606992,museums
Art Gallery,,,,688,41.87943409,-87.63550401,-45.75606992,museums
Illinois State Museum Chicago Gallery,7.55,,,713,41.87943409,-87.63550401,-45.75606992,museums
